
		SOrg.	SaTy	Sales Doc.	Sold-to	Name 1	Ship-to	Name 1	CustLoy	Foc.Cust	Territory	Created On	Typ	Material	Item Description	Order Qty	Corr.qty	ConfirmQty	SU	      BO value	Crcy	InitReqDt	promised	Mat.Av.Dt.	Dlv.Date	DS	DB	BOstatus	BO	   BO status changed	GM	unc.	Description	Shp. Cond.	Route	Req.dlv.dt
		8650	ZFMO	2103830133	15920092	ASCENSORES OTIS CHILE LTDA.	15920092	ASCENSORES OTIS CHILE LTDA.		X	TCL3700019	26.03.2025	ND	3850810	Carg. de bat. conectado C 6-22 220V caja	       1	      1		PC	      285.030	CLP	27.03.2025		27.03.2025	28.03.2025	A		Unproc	X	 26.03.2025 23:00:12	A	X	NURON	S1	ZCL140	27.03.2025
		8650	ZFMO	2103830133	15920092	ASCENSORES OTIS CHILE LTDA.	15920092	ASCENSORES OTIS CHILE LTDA.		X	TCL3700019	26.03.2025	X0	2333283	Cargador de batería C 6-22 220V caja	       1	      1		PC		CLP				27.03.2025			Unproc	X	 26.03.2025 23:00:12		X	NURON	S1	ZCL140	27.03.2025
		8650	ZFMO	2103830133	15920092	ASCENSORES OTIS CHILE LTDA.	15920092	ASCENSORES OTIS CHILE LTDA.		X	TCL3700019	26.03.2025	X0	2278587	Cordless data module IC CDM-22	       1	      1		PC		CLP				27.03.2025			Unproc	X	 26.03.2025 23:00:12		X	NURON	S1	ZCL140	27.03.2025
		8650	ZFMO	2103830133	15920092	ASCENSORES OTIS CHILE LTDA.	15920092	ASCENSORES OTIS CHILE LTDA.		X	TCL3700019	26.03.2025	ND	3850810	Carg. de bat. conectado C 6-22 220V caja	       1	      1		PC	      285.030	CLP	27.03.2025		27.03.2025	28.03.2025	A		Unproc	X	 26.03.2025 23:00:12	A	X	NURON	S1	ZCL140	27.03.2025
		8650	ZFMO	2103830133	15920092	ASCENSORES OTIS CHILE LTDA.	15920092	ASCENSORES OTIS CHILE LTDA.		X	TCL3700019	26.03.2025	X0	2333283	Cargador de batería C 6-22 220V caja	       1	      1		PC		CLP				27.03.2025			Unproc	X	 26.03.2025 23:00:12		X	NURON	S1	ZCL140	27.03.2025
		8650	ZFMO	2103830133	15920092	ASCENSORES OTIS CHILE LTDA.	15920092	ASCENSORES OTIS CHILE LTDA.		X	TCL3700019	26.03.2025	X0	2278587	Cordless data module IC CDM-22	       1	      1		PC		CLP				27.03.2025			Unproc	X	 26.03.2025 23:00:12		X	NURON	S1	ZCL140	27.03.2025
		8650	ZFMO	2103830133	15920092	ASCENSORES OTIS CHILE LTDA.	15920092	ASCENSORES OTIS CHILE LTDA.		X	TCL3700019	26.03.2025	ND	3850810	Carg. de bat. conectado C 6-22 220V caja	       1	      1		PC	      285.030	CLP	27.03.2025		27.03.2025	28.03.2025	A		Unproc	X	 26.03.2025 23:00:12	A	X	NURON	S1	ZCL140	27.03.2025
		8650	ZFMO	2103830133	15920092	ASCENSORES OTIS CHILE LTDA.	15920092	ASCENSORES OTIS CHILE LTDA.		X	TCL3700019	26.03.2025	X0	2333283	Cargador de batería C 6-22 220V caja	       1	      1		PC		CLP				27.03.2025			Unproc	X	 26.03.2025 23:00:12		X	NURON	S1	ZCL140	27.03.2025
		8650	ZFMO	2103830133	15920092	ASCENSORES OTIS CHILE LTDA.	15920092	ASCENSORES OTIS CHILE LTDA.		X	TCL3700019	26.03.2025	X0	2278587	Cordless data module IC CDM-22	       1	      1		PC		CLP				27.03.2025			Unproc	X	 26.03.2025 23:00:12		X	NURON	S1	ZCL140	27.03.2025
		8650	ZFMO	2103830133	15920092	ASCENSORES OTIS CHILE LTDA.	15920092	ASCENSORES OTIS CHILE LTDA.		X	TCL3700019	26.03.2025	ND	3850810	Carg. de bat. conectado C 6-22 220V caja	       1	      1		PC	      285.030	CLP	27.03.2025		27.03.2025	28.03.2025	A		Unproc	X	 26.03.2025 23:00:12	A	X	NURON	S1	ZCL140	27.03.2025
		8650	ZFMO	2103830133	15920092	ASCENSORES OTIS CHILE LTDA.	15920092	ASCENSORES OTIS CHILE LTDA.		X	TCL3700019	26.03.2025	X0	2333283	Cargador de batería C 6-22 220V caja	       1	      1		PC		CLP				27.03.2025			Unproc	X	 26.03.2025 23:00:12		X	NURON	S1	ZCL140	27.03.2025
		8650	ZFMO	2103830133	15920092	ASCENSORES OTIS CHILE LTDA.	15920092	ASCENSORES OTIS CHILE LTDA.		X	TCL3700019	26.03.2025	X0	2278587	Cordless data module IC CDM-22	       1	      1		PC		CLP				27.03.2025			Unproc	X	 26.03.2025 23:00:12		X	NURON	S1	ZCL140	27.03.2025
		8650	ZFMO	2103830133	15920092	ASCENSORES OTIS CHILE LTDA.	15920092	ASCENSORES OTIS CHILE LTDA.		X	TCL3700019	26.03.2025	ND	3850810	Carg. de bat. conectado C 6-22 220V caja	       1	      1		PC	      285.030	CLP	27.03.2025		27.03.2025	28.03.2025	A		Unproc	X	 26.03.2025 23:00:12	A	X	NURON	S1	ZCL140	27.03.2025
		8650	ZFMO	2103830133	15920092	ASCENSORES OTIS CHILE LTDA.	15920092	ASCENSORES OTIS CHILE LTDA.		X	TCL3700019	26.03.2025	X0	2333283	Cargador de batería C 6-22 220V caja	       1	      1		PC		CLP				27.03.2025			Unproc	X	 26.03.2025 23:00:12		X	NURON	S1	ZCL140	27.03.2025
		8650	ZFMO	2103830133	15920092	ASCENSORES OTIS CHILE LTDA.	15920092	ASCENSORES OTIS CHILE LTDA.		X	TCL3700019	26.03.2025	X0	2278587	Cordless data module IC CDM-22	       1	      1		PC		CLP				27.03.2025			Unproc	X	 26.03.2025 23:00:12		X	NURON	S1	ZCL140	27.03.2025
		8650	ZFMO	2103830133	15920092	ASCENSORES OTIS CHILE LTDA.	15920092	ASCENSORES OTIS CHILE LTDA.		X	TCL3700019	26.03.2025	ND	3850810	Carg. de bat. conectado C 6-22 220V caja	       1	      1		PC	      285.030	CLP	27.03.2025		27.03.2025	28.03.2025	A		Unproc	X	 26.03.2025 23:00:12	A	X	NURON	S1	ZCL140	27.03.2025
		8650	ZFMO	2103830133	15920092	ASCENSORES OTIS CHILE LTDA.	15920092	ASCENSORES OTIS CHILE LTDA.		X	TCL3700019	26.03.2025	X0	2333283	Cargador de batería C 6-22 220V caja	       1	      1		PC		CLP				27.03.2025			Unproc	X	 26.03.2025 23:00:12		X	NURON	S1	ZCL140	27.03.2025
		8650	ZFMO	2103830133	15920092	ASCENSORES OTIS CHILE LTDA.	15920092	ASCENSORES OTIS CHILE LTDA.		X	TCL3700019	26.03.2025	X0	2278587	Cordless data module IC CDM-22	       1	      1		PC		CLP				27.03.2025			Unproc	X	 26.03.2025 23:00:12		X	NURON	S1	ZCL140	27.03.2025
		8650	ZFMO	2103830133	15920092	ASCENSORES OTIS CHILE LTDA.	15920092	ASCENSORES OTIS CHILE LTDA.		X	TCL3700019	26.03.2025	X0	2251351	Batería B 22-85 Li-ion	       1	      1		PC	      207.180	CLP				27.03.2025			Unproc	X	 26.03.2025 23:00:12		X	NURON	S1	ZCL140	27.03.2025
		8650	ZFMO	2103830133	15920092	ASCENSORES OTIS CHILE LTDA.	15920092	ASCENSORES OTIS CHILE LTDA.		X	TCL3700019	26.03.2025	X0	2251351	Batería B 22-85 Li-ion	       1	      1		PC	      207.180	CLP				27.03.2025			Unproc	X	 26.03.2025 23:00:12		X	NURON	S1	ZCL140	27.03.2025
		8650	ZFMO	2103830133	15920092	ASCENSORES OTIS CHILE LTDA.	15920092	ASCENSORES OTIS CHILE LTDA.		X	TCL3700019	26.03.2025	X0	2251351	Batería B 22-85 Li-ion	       1	      1		PC	      207.180	CLP				27.03.2025			Unproc	X	 26.03.2025 23:00:12		X	NURON	S1	ZCL140	27.03.2025
		8650	ZFMO	2103830133	15920092	ASCENSORES OTIS CHILE LTDA.	15920092	ASCENSORES OTIS CHILE LTDA.		X	TCL3700019	26.03.2025	X0	2251351	Batería B 22-85 Li-ion	       1	      1		PC	      207.180	CLP				27.03.2025			Unproc	X	 26.03.2025 23:00:12		X	NURON	S1	ZCL140	27.03.2025
		8650	ZFMO	2103830133	15920092	ASCENSORES OTIS CHILE LTDA.	15920092	ASCENSORES OTIS CHILE LTDA.		X	TCL3700019	26.03.2025	X0	2251351	Batería B 22-85 Li-ion	       1	      1		PC	      207.180	CLP				27.03.2025			Unproc	X	 26.03.2025 23:00:12		X	NURON	S1	ZCL140	27.03.2025
		8650	ZFMO	2103830133	15920092	ASCENSORES OTIS CHILE LTDA.	15920092	ASCENSORES OTIS CHILE LTDA.		X	TCL3700019	26.03.2025	X0	2251351	Batería B 22-85 Li-ion	       1	      1		PC	      207.180	CLP				27.03.2025			Unproc	X	 26.03.2025 23:00:12		X	NURON	S1	ZCL140	27.03.2025
		8650	ZFMO	2103830133	15920092	ASCENSORES OTIS CHILE LTDA.	15920092	ASCENSORES OTIS CHILE LTDA.		X	TCL3700019	26.03.2025	X0	2251351	Batería B 22-85 Li-ion	       1	      1		PC	      207.180	CLP				27.03.2025			Unproc	X	 26.03.2025 23:00:12		X	NURON	S1	ZCL140	27.03.2025
		8650	ZFMO	2103830133	15920092	ASCENSORES OTIS CHILE LTDA.	15920092	ASCENSORES OTIS CHILE LTDA.		X	TCL3700019	26.03.2025	X0	2251351	Batería B 22-85 Li-ion	       1	      1		PC	      207.180	CLP				27.03.2025			Unproc	X	 26.03.2025 23:00:12		X	NURON	S1	ZCL140	27.03.2025
		8650	ZFMO	2103830133	15920092	ASCENSORES OTIS CHILE LTDA.	15920092	ASCENSORES OTIS CHILE LTDA.		X	TCL3700019	26.03.2025	X0	2251351	Batería B 22-85 Li-ion	       1	      1		PC	      207.180	CLP				27.03.2025			Unproc	X	 26.03.2025 23:00:12		X	NURON	S1	ZCL140	27.03.2025
		8650	ZFMO	2103830133	15920092	ASCENSORES OTIS CHILE LTDA.	15920092	ASCENSORES OTIS CHILE LTDA.		X	TCL3700019	26.03.2025	X0	2251351	Batería B 22-85 Li-ion	       1	      1		PC	      207.180	CLP				27.03.2025			Unproc	X	 26.03.2025 23:00:12		X	NURON	S1	ZCL140	27.03.2025
		8650	ZFMO	2103830133	15920092	ASCENSORES OTIS CHILE LTDA.	15920092	ASCENSORES OTIS CHILE LTDA.		X	TCL3700019	26.03.2025	X0	2251351	Batería B 22-85 Li-ion	       1	      1		PC	      207.180	CLP				27.03.2025			Unproc	X	 26.03.2025 23:00:12		X	NURON	S1	ZCL140	27.03.2025
		8650	ZFMO	2103830133	15920092	ASCENSORES OTIS CHILE LTDA.	15920092	ASCENSORES OTIS CHILE LTDA.		X	TCL3700019	26.03.2025	X0	2251351	Batería B 22-85 Li-ion	       1	      1		PC	      207.180	CLP				27.03.2025			Unproc	X	 26.03.2025 23:00:12		X	NURON	S1	ZCL140	27.03.2025
		8650	ZFMO	2103830133	15920092	ASCENSORES OTIS CHILE LTDA.	15920092	ASCENSORES OTIS CHILE LTDA.		X	TCL3700019	26.03.2025	X0	2251351	Batería B 22-85 Li-ion	       1	      1		PC	      207.180	CLP				27.03.2025			Unproc	X	 26.03.2025 23:00:12		X	NURON	S1	ZCL140	27.03.2025
		8650	ZFMO	2103830133	15920092	ASCENSORES OTIS CHILE LTDA.	15920092	ASCENSORES OTIS CHILE LTDA.		X	TCL3700019	26.03.2025	X0	2251351	Batería B 22-85 Li-ion	       1	      1		PC	      207.180	CLP				27.03.2025			Unproc	X	 26.03.2025 23:00:12		X	NURON	S1	ZCL140	27.03.2025
		8650	ZFMO	2103830133	15920092	ASCENSORES OTIS CHILE LTDA.	15920092	ASCENSORES OTIS CHILE LTDA.		X	TCL3700019	26.03.2025	X0	2251351	Batería B 22-85 Li-ion	       1	      1		PC	      207.180	CLP				27.03.2025			Unproc	X	 26.03.2025 23:00:12		X	NURON	S1	ZCL140	27.03.2025
		8650	ZFMO	2103830133	15920092	ASCENSORES OTIS CHILE LTDA.	15920092	ASCENSORES OTIS CHILE LTDA.		X	TCL3700019	26.03.2025	X0	2251351	Batería B 22-85 Li-ion	       1	      1		PC	      207.180	CLP				27.03.2025			Unproc	X	 26.03.2025 23:00:12		X	NURON	S1	ZCL140	27.03.2025
		8650	ZFMO	2103830133	15920092	ASCENSORES OTIS CHILE LTDA.	15920092	ASCENSORES OTIS CHILE LTDA.		X	TCL3700019	26.03.2025	X0	2251359	Batería B 22-170 Li-ion	       1	      1		PC	      408.420	CLP				27.03.2025			Unproc	X	 26.03.2025 23:00:12		X	NURON	S1	ZCL140	27.03.2025
		8650	ZFMO	2103830133	15920092	ASCENSORES OTIS CHILE LTDA.	15920092	ASCENSORES OTIS CHILE LTDA.		X	TCL3700019	26.03.2025	X0	2251359	Batería B 22-170 Li-ion	       1	      1		PC	      408.420	CLP				27.03.2025			Unproc	X	 26.03.2025 23:00:12		X	NURON	S1	ZCL140	27.03.2025
		8650	ZFMO	2103830133	15920092	ASCENSORES OTIS CHILE LTDA.	15920092	ASCENSORES OTIS CHILE LTDA.		X	TCL3700019	26.03.2025	X0	2251359	Batería B 22-170 Li-ion	       1	      1		PC	      408.420	CLP				27.03.2025			Unproc	X	 26.03.2025 23:00:12		X	NURON	S1	ZCL140	27.03.2025
		8300	ZRO	7237438270	16904873	SGS INDUSTRIAL INSTALACOES	23673623	SGS INDUSTRIAL INSTALACOES			TBR3010204	26.03.2025	X6	2194883	Mandril RV 50 SF 6H-A22	       1	      1		PC	       128,70	BRL		31.03.2025		26.03.2025		Z3	Unproc	X	 26.03.2025 13:59:36		X	REPAIR PARTS	0E	ZBR3A2	26.03.2025
		8300	ZRO	7237438270	16904873	SGS INDUSTRIAL INSTALACOES	23673623	SGS INDUSTRIAL INSTALACOES			TBR3010204	26.03.2025	X6	2097479	Parafuso SF	       1	      1		PC	       228,48	BRL		31.03.2025		26.03.2025		Z3	Unproc	X	 26.03.2025 13:59:36		X	REPAIR PARTS	0E	ZBR3A2	26.03.2025
		8300	ZRO	7237438270	16904873	SGS INDUSTRIAL INSTALACOES	23673623	SGS INDUSTRIAL INSTALACOES			TBR3010204	26.03.2025	X6	2139648	Caixa de engrenagem SF 6H-A22	       1	      1		PC	       232,28	BRL		31.03.2025		26.03.2025		Z3	Unproc	X	 26.03.2025 13:59:36		X	REPAIR PARTS	0E	ZBR3A2	26.03.2025
		8300	ZRO	7237438270	16904873	SGS INDUSTRIAL INSTALACOES	23673623	SGS INDUSTRIAL INSTALACOES			TBR3010204	26.03.2025	X6	2110775	Porta sensor SF 6(H)-A22 cpl	       1	      1		PC	        15,95	BRL		31.03.2025		26.03.2025		Z3	Unproc	X	 26.03.2025 13:59:36		X	REPAIR PARTS	0E	ZBR3A2	26.03.2025
		8300	ZRO	7237438845	26661053	ZONA SUL HOTEIS LTDA	26661053	ZONA SUL HOTEIS LTDA		X	TBR1010605	26.03.2025	X6	2153031	Rotor SAG 125-13S cpl	       1	      1		PC	       246,79	BRL		08.04.2025		26.03.2025		Z3	Unproc	X	 26.03.2025 17:42:26		X	REPAIR PARTS	0E	ZBR7B3	26.03.2025
		8300	ZRO	7237438845	26661053	ZONA SUL HOTEIS LTDA	26661053	ZONA SUL HOTEIS LTDA		X	TBR1010605	26.03.2025	X6	2238299	Fuso M6 cpl embal.	       1	      1		PC	        21,39	BRL		08.04.2025		26.03.2025		Z3	Unproc	X	 26.03.2025 17:42:26		X	REPAIR PARTS	0E	ZBR7B3	26.03.2025
		8300	ZRO	7237438845	26661053	ZONA SUL HOTEIS LTDA	26661053	ZONA SUL HOTEIS LTDA		X	TBR1010605	26.03.2025	X6	2198141	Borda de borracha big	       1	      1		PC	        27,98	BRL		08.04.2025		26.03.2025		Z3	Unproc	X	 26.03.2025 17:42:26		X	REPAIR PARTS	0E	ZBR7B3	26.03.2025
		8300	ZRO	7237438845	26661053	ZONA SUL HOTEIS LTDA	26661053	ZONA SUL HOTEIS LTDA		X	TBR1010605	26.03.2025	X6	2198142	Borda de borracha small	       1	      1		PC	        13,19	BRL		08.04.2025		26.03.2025		Z3	Unproc	X	 26.03.2025 17:42:26		X	REPAIR PARTS	0E	ZBR7B3	26.03.2025
		8300	ZRO	7237438845	26661053	ZONA SUL HOTEIS LTDA	26661053	ZONA SUL HOTEIS LTDA		X	TBR1010605	26.03.2025	X6	2152973	Escova carvão SAG 125-13S   6x11 pack	       1	      1		PC	        27,37	BRL		08.04.2025		26.03.2025		Z3	Unproc	X	 26.03.2025 17:42:26		X	REPAIR PARTS	0E	ZBR7B3	26.03.2025
		8300	ZRO	7237438845	26661053	ZONA SUL HOTEIS LTDA	26661053	ZONA SUL HOTEIS LTDA		X	TBR1010605	26.03.2025	X6	2197513	Clamping element	       1	      1		PC	        77,33	BRL		08.04.2025		26.03.2025		Z3	Unproc	X	 26.03.2025 17:42:26		X	REPAIR PARTS	0E	ZBR7B3	26.03.2025
		8300	ZRO	7237439414	20616059	ALPHALUGA LOCADORA LTDA	20616059	ALPHALUGA LOCADORA LTDA			TBR2020607	26.03.2025	X6	2119103	Condutor flexível conj.	       1	      1		PC	         1,62	BRL		28.03.2025		26.03.2025		Z3	Unproc	X	 26.03.2025 17:28:47		X	REPAIR PARTS	ST		26.03.2025
		8300	ZRO	7237439414	20616059	ALPHALUGA LOCADORA LTDA	20616059	ALPHALUGA LOCADORA LTDA			TBR2020607	26.03.2025	X6	2192558	Electrónica TE 500-X 220-230V embal.	       1	      1		PC	       197,90	BRL		28.03.2025		26.03.2025		Z3	Unproc	X	 26.03.2025 17:28:47		X	REPAIR PARTS	ST		26.03.2025
		8300	ZRO	7237439414	20616059	ALPHALUGA LOCADORA LTDA	20616059	ALPHALUGA LOCADORA LTDA			TBR2020607	26.03.2025	X6	2284390	Jogo de juntas TE 500 STD	       1	      1		PC	       253,45	BRL		28.03.2025		26.03.2025		Z3	Unproc	X	 26.03.2025 17:28:47		X	REPAIR PARTS	ST		26.03.2025
		8300	ZRO	7237439414	20616059	ALPHALUGA LOCADORA LTDA	20616059	ALPHALUGA LOCADORA LTDA			TBR2020607	26.03.2025	X6	2176839	Golpeador TE 500 (03)	       1	      1		PC	        58,16	BRL		28.03.2025		26.03.2025		Z3	Unproc	X	 26.03.2025 17:28:47		X	REPAIR PARTS	ST		26.03.2025
		8300	ZRO	7237439414	20616059	ALPHALUGA LOCADORA LTDA	20616059	ALPHALUGA LOCADORA LTDA			TBR2020607	26.03.2025	X6	2127164	Cabo de alimentação 220V 4m BRCLIL univ	       1	      1		PC	       350,53	BRL		28.03.2025		26.03.2025		Z3	Unproc	X	 26.03.2025 17:28:47		X	REPAIR PARTS	ST		26.03.2025
		8300	ZRO	7237439414	20616059	ALPHALUGA LOCADORA LTDA	20616059	ALPHALUGA LOCADORA LTDA			TBR2020607	26.03.2025	X6	2118420	Ficha 250V 16A vermelho	       1	      1		PC	        47,82	BRL		28.03.2025		26.03.2025		Z3	Unproc	X	 26.03.2025 17:28:47		X	REPAIR PARTS	ST		26.03.2025
		8300	ZRO	7237439414	20616059	ALPHALUGA LOCADORA LTDA	20616059	ALPHALUGA LOCADORA LTDA			TBR2020607	26.03.2025	X6	2131483	Interruptor Kedu	       1	      1		PC	        50,22	BRL		28.03.2025		26.03.2025		Z3	Unproc	X	 26.03.2025 17:28:47		X	REPAIR PARTS	ST		26.03.2025
		8300	ZRO	7237439414	20616059	ALPHALUGA LOCADORA LTDA	20616059	ALPHALUGA LOCADORA LTDA			TBR2020607	26.03.2025	X6	2177050	Capa TE 500 (03)	       1	      1		PC	        34,51	BRL		28.03.2025		26.03.2025		Z3	Unproc	X	 26.03.2025 17:28:47		X	REPAIR PARTS	ST		26.03.2025
		8300	ZRO	7237439414	20616059	ALPHALUGA LOCADORA LTDA	20616059	ALPHALUGA LOCADORA LTDA			TBR2020607	26.03.2025	X6	2341318	Excêntrico TE 500 (03) embal.	       1	      1		PC	       283,51	BRL		28.03.2025		26.03.2025		Z3	Unproc	X	 26.03.2025 17:28:47		X	REPAIR PARTS	ST		26.03.2025
		8300	ZRO	7237439600	27558931	ATF COMPRA E VENDA DE MAQUINAS	27558931	ATF COMPRA E VENDA DE MAQUINAS			TBR2020607	26.03.2025	PD	345070	Estator cpl	       1	      1		PC	       308,61	BRL		27.03.2025		26.03.2025		Z3	Unproc	X	 26.03.2025 14:22:32		X	REPAIR PARTS	ST		26.03.2025
		8300	ZRO	7237439600	27558931	ATF COMPRA E VENDA DE MAQUINAS	27558931	ATF COMPRA E VENDA DE MAQUINAS			TBR2020607	26.03.2025	PD	325041	Anel de vedação 28X21,6X4,5	       1	      1		PC	        45,22	BRL		27.03.2025		26.03.2025		Z3	Unproc	X	 26.03.2025 14:22:32		X	REPAIR PARTS	ST		26.03.2025
		8300	ZRO	7237439600	27558931	ATF COMPRA E VENDA DE MAQUINAS	27558931	ATF COMPRA E VENDA DE MAQUINAS			TBR2020607	26.03.2025	PD	330116	Anel de vedação 20,55X28X4,8	       1	      1		PC	        57,11	BRL		27.03.2025		26.03.2025		Z3	Unproc	X	 26.03.2025 14:22:32		X	REPAIR PARTS	ST		26.03.2025
		8300	ZRO	7237439600	27558931	ATF COMPRA E VENDA DE MAQUINAS	27558931	ATF COMPRA E VENDA DE MAQUINAS			TBR2020607	26.03.2025	PD	17955	O-ring 24.99X3.53	       2	      2		PC	        10,59	BRL		27.03.2025		26.03.2025		Z3	Unproc	X	 26.03.2025 14:22:32		X	REPAIR PARTS	ST		26.03.2025
		8300	ZRO	7237439600	27558931	ATF COMPRA E VENDA DE MAQUINAS	27558931	ATF COMPRA E VENDA DE MAQUINAS			TBR2020607	26.03.2025	PD	330166	Capa	       1	      1		PC	        43,07	BRL		27.03.2025		26.03.2025		Z3	Unproc	X	 26.03.2025 14:22:32		X	REPAIR PARTS	ST		26.03.2025
		8300	ZRO	7237439600	27558931	ATF COMPRA E VENDA DE MAQUINAS	27558931	ATF COMPRA E VENDA DE MAQUINAS			TBR2020607	26.03.2025	PD	330119	Retentor do eixo 34X47X9	       1	      1		PC	        37,66	BRL		27.03.2025		26.03.2025		Z3	Unproc	X	 26.03.2025 14:22:32		X	REPAIR PARTS	ST		26.03.2025
		8300	ZRO	7237439600	27558931	ATF COMPRA E VENDA DE MAQUINAS	27558931	ATF COMPRA E VENDA DE MAQUINAS			TBR2020607	26.03.2025	X6	345218	Flange peça term.	       1	      1		PC	       185,30	BRL		27.03.2025		26.03.2025		Z3	Unproc	X	 26.03.2025 14:22:32		X	REPAIR PARTS	ST		26.03.2025
		8300	ZRO	7237439600	27558931	ATF COMPRA E VENDA DE MAQUINAS	27558931	ATF COMPRA E VENDA DE MAQUINAS			TBR2020607	26.03.2025	PD	345141	Conector múltiplo cpl	       1	      1		PC	        50,57	BRL		27.03.2025		26.03.2025		Z3	Unproc	X	 26.03.2025 14:22:32		X	REPAIR PARTS	ST		26.03.2025
		8300	ZRO	7237439600	27558931	ATF COMPRA E VENDA DE MAQUINAS	27558931	ATF COMPRA E VENDA DE MAQUINAS			TBR2020607	26.03.2025	X6	2016706	Bico de protecção 10,2	       1	      1		PC	        16,64	BRL		27.03.2025		26.03.2025		Z3	Unproc	X	 26.03.2025 14:22:32		X	REPAIR PARTS	ST		26.03.2025
		8300	ZRO	7237440021	16888697	MAMUTH TRANSPORTE DE MAQUINAS	16888697	MAMUTH TRANSPORTE DE MAQUINAS			TBR3010104	26.03.2025	PD	74479	Rotor TE 70 220V-240V embal.	       1	      1		PC	       204,55	BRL		27.03.2025		26.03.2025		Z3	Unproc	X	 26.03.2025 15:00:26		X	REPAIR PARTS	ST		26.03.2025
		8300	ZRO	7237440021	16888697	MAMUTH TRANSPORTE DE MAQUINAS	16888697	MAMUTH TRANSPORTE DE MAQUINAS			TBR3010104	26.03.2025	PD	366879	Junta	       1	      1		PC	         5,91	BRL		27.03.2025		26.03.2025		Z3	Unproc	X	 26.03.2025 15:00:26		X	REPAIR PARTS	ST		26.03.2025
		8300	ZRO	7237440021	16888697	MAMUTH TRANSPORTE DE MAQUINAS	16888697	MAMUTH TRANSPORTE DE MAQUINAS			TBR3010104	26.03.2025	PD	330166	Capa	       1	      1		PC	        21,30	BRL		27.03.2025		26.03.2025		Z3	Unproc	X	 26.03.2025 15:00:26		X	REPAIR PARTS	ST		26.03.2025
		8300	ZRO	7237440021	16888697	MAMUTH TRANSPORTE DE MAQUINAS	16888697	MAMUTH TRANSPORTE DE MAQUINAS			TBR3010104	26.03.2025	PD	366095	Junta	       1	      1		PC	        16,89	BRL		27.03.2025		26.03.2025		Z3	Unproc	X	 26.03.2025 15:00:26		X	REPAIR PARTS	ST		26.03.2025
		8300	ZRO	7237440021	16888697	MAMUTH TRANSPORTE DE MAQUINAS	16888697	MAMUTH TRANSPORTE DE MAQUINAS			TBR3010104	26.03.2025	PD	206121	O-ring 18.64X3.53	       1	      1		PC	         4,04	BRL		27.03.2025		26.03.2025		Z3	Unproc	X	 26.03.2025 15:00:26		X	REPAIR PARTS	ST		26.03.2025
		8300	ZRO	7237440021	16888697	MAMUTH TRANSPORTE DE MAQUINAS	16888697	MAMUTH TRANSPORTE DE MAQUINAS			TBR3010104	26.03.2025	PD	17955	O-ring 24.99X3.53	       2	      2		PC	         5,22	BRL		27.03.2025		26.03.2025		Z3	Unproc	X	 26.03.2025 15:00:26		X	REPAIR PARTS	ST		26.03.2025
		8300	ZRO	7237440021	16888697	MAMUTH TRANSPORTE DE MAQUINAS	16888697	MAMUTH TRANSPORTE DE MAQUINAS			TBR3010104	26.03.2025	PD	330091	O-ring 12X2	       1	      1		PC	         0,18	BRL		27.03.2025		26.03.2025		Z3	Unproc	X	 26.03.2025 15:00:26		X	REPAIR PARTS	ST		26.03.2025
		8300	ZRO	7237440021	16888697	MAMUTH TRANSPORTE DE MAQUINAS	16888697	MAMUTH TRANSPORTE DE MAQUINAS			TBR3010104	26.03.2025	PD	366637	Rolamento esferas 20x32x7	       1	      1		PC	        28,45	BRL		27.03.2025		26.03.2025		Z3	Unproc	X	 26.03.2025 15:00:26		X	REPAIR PARTS	ST		26.03.2025
		8300	ZRO	7237440021	16888697	MAMUTH TRANSPORTE DE MAQUINAS	16888697	MAMUTH TRANSPORTE DE MAQUINAS			TBR3010104	26.03.2025	X6	366126	Escova carvão 7x12,5x26 220V-240V AO	       2	      2		PC	        13,88	BRL		27.03.2025		26.03.2025		Z3	Unproc	X	 26.03.2025 15:00:26		X	REPAIR PARTS	ST		26.03.2025
		8300	ZRO	7237440021	16888697	MAMUTH TRANSPORTE DE MAQUINAS	16888697	MAMUTH TRANSPORTE DE MAQUINAS			TBR3010104	26.03.2025	PD	330170	Anel de retenção	       1	      1		PC	         5,39	BRL		27.03.2025		26.03.2025		Z3	Unproc	X	 26.03.2025 15:00:26		X	REPAIR PARTS	ST		26.03.2025
		8300	ZRO	7237440021	16888697	MAMUTH TRANSPORTE DE MAQUINAS	16888697	MAMUTH TRANSPORTE DE MAQUINAS			TBR3010104	26.03.2025	PD	237994	União	       1	      1		PC	        82,25	BRL		27.03.2025		26.03.2025		Z3	Unproc	X	 26.03.2025 15:00:26		X	REPAIR PARTS	ST		26.03.2025
		8300	ZRO	7237440021	16888697	MAMUTH TRANSPORTE DE MAQUINAS	16888697	MAMUTH TRANSPORTE DE MAQUINAS			TBR3010104	26.03.2025	PD	2055895	Embraiagem de segurança TE 70/80 cpl emb	       1	      1		PC	       359,08	BRL		27.03.2025		26.03.2025		Z3	Unproc	X	 26.03.2025 15:00:26		X	REPAIR PARTS	ST		26.03.2025
		8300	ZRO	7237440021	16888697	MAMUTH TRANSPORTE DE MAQUINAS	16888697	MAMUTH TRANSPORTE DE MAQUINAS			TBR3010104	26.03.2025	PD	330472	Rolamento esferas 30X47X9-2RS	       1	      1		PC	         5,51	BRL		27.03.2025		26.03.2025		Z3	Unproc	X	 26.03.2025 15:00:26		X	REPAIR PARTS	ST		26.03.2025
