13.09.2024                          Dynamic List Display                                                                                   1


	ShPt	Plnt	SLoc	Delivery	Material	Item Description	 Dlv.Qty	BUn	Supplier Name	OPS	WM	GM	Deliv.date
	3000	3000	0001	680920048	2270753	Corona bimetal de aserrar 38mm-1 1/2" Me	     20	PC	HILTI			A	24.09.2024
	3000	3000	0001	680920033	2270765	Corona bimetal de aserrar 68mm-2 11/16"	      1	PC	HILTI			A	24.09.2024
	3000	3000	0001	680792672	2270778	Vaso diamantado DG-CW 150/6" SPX univ	      4	PC	HILTI			A	13.09.2024
	3000	3000	0001	680792673	2270778	Vaso diamantado DG-CW 150/6" SPX univ	     10	PC	HILTI			A	13.09.2024
	3000	3000	0001	680859329	2270778	Vaso diamantado DG-CW 150/6" SPX univ	      1	PC	HILTI			A	17.09.2024
	3000	3000	0001	680859329	2270778	Vaso diamantado DG-CW 150/6" SPX univ	      1	PC	HILTI			A	17.09.2024
	8330	8330	0001	680907522	2270778	Disco de desbaste diamantado DG-CW 150/6	     30	PC	HILTI			A	11.09.2024
	3000	3000	0001	680920046	2270778	Vaso diamantado DG-CW 150/6" SPX univ	      1	PC	HILTI			A	24.09.2024
	8650	8650	0001	681106392	2270779	Vaso diamantado DG-CW 150/6" SPX (6) uni	     24	PC	HILTI			A	14.10.2024
	3000	3000	0001	680859329	2270820	Vaso diamantado DG-CW 150/6" SPX acabado	      2	PC	HILTI			A	17.09.2024
	3000	3000	0001	680860916	2270830	Amoladora angular a batería AG 5D-22-125	     18	PC	HILTI			A	17.09.2024
	8750	8750	0001	680939741	2270830	Amoladora angular a batería AG 5D-22-125	     18	PC	HILTI			A	18.09.2024
	8750	8750	0001	680939744	2270830	Amoladora angular a batería AG 5D-22-125	      9	PC	HILTI			A	18.09.2024
	8750	8750	0001	680939744	2270830	Amoladora angular a batería AG 5D-22-125	      9	PC	HILTI			A	18.09.2024
	8750	8750	0001	680939745	2270830	Amoladora angular a batería AG 5D-22-125	     18	PC	HILTI			A	18.09.2024
	8750	8750	0001	681050740	2270830	Amoladora angular a batería AG 5D-22-125	     18	PC	HILTI			A	16.10.2024
	8750	8750	0001	681050741	2270830	Amoladora angular a batería AG 5D-22-125	     18	PC	HILTI			A	16.10.2024
	8330	8330	0001	681047917	2271452	Braço de calha MT-BR-40 600 OC	     20	PC	HILTI			A	08.10.2024
	3000	3000	0001	680793768	2271516	Unión en ángulo MT-C-L1 OC	     20	PC	HILTI			A	13.09.2024
	3000	3000	0001	680860004	2271516	Unión en ángulo MT-C-L1 OC	     20	PC	HILTI			A	17.09.2024
	8330	8330	0001	681047908	2271516	Ligador angular MT-C-L1 OC	    580	PC	HILTI			A	08.10.2024
	8330	8330	0001	681047918	2271516	Ligador angular MT-C-L1 OC	    420	PC	HILTI			A	08.10.2024
	8330	8330	0001	681105309	2272047	Ligador angular MT-C-LL1	     60	PC	HILTI			A	22.10.2024
	3000	3000	0001	209840693	2272049	Unión en ángulo MT-C-LL1 OC	     40	PC	HILTI			A	29.10.2024
	3000	3000	0001	209840695	2272049	Unión en ángulo MT-C-LL1 OC	     40	PC	HILTI			A	29.10.2024
	3000	3000	0001	209840697	2272049	Unión en ángulo MT-C-LL1 OC	     40	PC	HILTI			A	29.10.2024
	3000	3000	0001	209840699	2272049	Unión en ángulo MT-C-LL1 OC	     20	PC	HILTI			A	29.10.2024
	3000	3000	0001	680920904	2272049	Unión en ángulo MT-C-LL1 OC	     40	PC	HILTI			A	24.09.2024
	3000	3000	0001	680920905	2272049	Unión en ángulo MT-C-LL1 OC	     40	PC	HILTI			A	24.09.2024
	3000	3000	0001	680920906	2272049	Unión en ángulo MT-C-LL1 OC	     40	PC	HILTI			A	24.09.2024
	3000	3000	0001	681088739	2272053	Unión en ángulo MT-C-LL2 OC	    400	PC	HILTI			A	23.10.2024
	3000	3000	0001	680793768	2272063	Splice connector MT-ES-40 OC	     48	PC	HILTI			A	13.09.2024
	8330	8330	0001	680889302	2272064	Ligador angular MT-C-GS OC	    110	PC	HILTI			A	16.09.2024
	8330	8330	0001	681012519	2272064	Ligador angular MT-C-GS OC	  2.520	PC	HILTI			A	09.10.2024
	8330	8330	0001	681137137	2272064	Ligador angular MT-C-GS OC	     10	PC	HILTI			A	29.10.2024
	8330	8330	0001	681137138	2272064	Ligador angular MT-C-GS OC	     10	PC	HILTI			A	29.10.2024
	3000	3000	0001	680860008	2272066	Unión en ángulo MT-C-GL OC	    400	PC	HILTI			A	17.09.2024
	3000	3000	0001	680860009	2272066	Unión en ángulo MT-C-GL OC	    400	PC	HILTI			A	17.09.2024
	3000	3000	0001	680860011	2272066	Unión en ángulo MT-C-GL OC	    400	PC	HILTI			A	17.09.2024
	3000	3000	0001	680980490	2272066	Unión en ángulo MT-C-GL OC	    400	PC	HILTI			A	07.10.2024
	3000	3000	0001	680980492	2272066	Unión en ángulo MT-C-GL OC	    400	PC	HILTI			A	07.10.2024
	3000	3000	0001	680980493	2272066	Unión en ángulo MT-C-GL OC	    160	PC	HILTI			A	07.10.2024
	3000	3000	0001	680980496	2272066	Unión en ángulo MT-C-GL OC	    110	PC	HILTI			A	07.10.2024
	8650	8650	0001	681047782	2272068	Unión en ángulo MT-C-GS A OC adjustable	     80	PC	HILTI			A	30.09.2024
	8330	8330	0001	681076987	2272068	Ligador angular MT-C-GS A OC adjustable	    860	PC	HILTI			A	17.09.2024
	3000	3000	0001	681088749	2272068	Unión en ángulo MT-C-GS A OC adjustable	    960	PC	HILTI			A	23.10.2024
	3000	3000	0001	681088751	2272068	Unión en ángulo MT-C-GS A OC adjustable	  1.200	PC	HILTI			A	23.10.2024
	8330	8330	0001	680889294	2272069	Ligador angular MT-C-GL A OC adjustable	    400	PC	HILTI			A	16.09.2024
	8330	8330	0001	680889295	2272069	Ligador angular MT-C-GL A OC adjustable	     20	PC	HILTI			A	16.09.2024
	8750	8750	0001	680937825	2272069	Unión en ángulo MT-C-GL A OC adjustable	    300	PC	HILTI			A	18.09.2024
	8750	8750	0001	209193594	2272073	Verbinder MT-C-GSP L OC plate	  8.640	PC	HILTI			A	06.12.2023
	3000	3000	0001	680793768	2272073	Conector MT-C-GSP L OC plate	     50	PC	HILTI			A	13.09.2024
	8330	8330	0001	681047910	2272075	Ligador MT-C-GLP T OC plate	     88	PC	HILTI			A	08.10.2024
	8330	8330	0001	681047916	2272075	Ligador MT-C-GLP T OC plate	     32	PC	HILTI			A	08.10.2024
	8750	8750	0001	680937824	2272076	Splice connector MT-ES-90 OC	     12	PC	HILTI			A	18.09.2024
	3000	3000	0001	680793768	2272078	Splice connector MT-ES-70 OC	      8	PC	HILTI			A	13.09.2024
	8330	8330	0001	681076778	2272082	Twist-Lock MT-TL M10 OC	  1.800	PC	HILTI			A	15.10.2024
	8330	8330	0001	681004927	2272084	Thread forming bolt MT-TFB OC	 50.000	PC	HILTI			A	16.10.2024
	8330	8330	0001	681023375	2272084	Thread forming bolt MT-TFB OC	  6.000	PC	HILTI			A	11.10.2024
	8330	8330	0001	681023376	2272084	Thread forming bolt MT-TFB OC	 12.000	PC	HILTI			A	11.10.2024
	8330	8330	0001	681023377	2272084	Thread forming bolt MT-TFB OC	 12.000	PC	HILTI			A	11.10.2024
	8330	8330	0001	681047905	2272084	Thread forming bolt MT-TFB OC	  3.000	PC	HILTI			A	08.10.2024
	3000	3000	0001	680860905	2272096	Placa base 2 agujeros MT-B-O2 OC	    384	PC	HILTI			A	17.09.2024
	3000	3000	0001	680860906	2272096	Placa base 2 agujeros MT-B-O2 OC	     84	PC	HILTI			A	17.09.2024
	8330	8330	0001	680889528	2272096	Placa base 2 furos MT-B-O2 OC	     36	PC	HILTI			A	16.09.2024
	8330	8330	0001	680909929	2272096	Placa base 2 furos MT-B-O2 OC	     24	PC	HILTI			A	12.09.2024
	8330	8330	0001	681050763	2272096	Placa base 2 furos MT-B-O2 OC	     12	PC	HILTI			A	08.10.2024
	8330	8330	0001	681050764	2272096	Placa base 2 furos MT-B-O2 OC	    384	PC	HILTI			A	08.10.2024
	8330	8330	0001	681077348	2272096	Placa base 2 furos MT-B-O2 OC	     48	PC	HILTI			A	15.10.2024
	8330	8330	0001	681106581	2272096	Placa base 2 furos MT-B-O2 OC	     36	PC	HILTI			A	22.10.2024
	8330	8330	0001	681106584	2272096	Placa base 2 furos MT-B-O2 OC	    384	PC	HILTI			A	22.10.2024
	8330	8330	0001	681106585	2272096	Placa base 2 furos MT-B-O2 OC	    384	PC	HILTI			A	22.10.2024
	8330	8330	0001	681106586	2272096	Placa base 2 furos MT-B-O2 OC	    384	PC	HILTI			A	22.10.2024
	8330	8330	0001	681106587	2272096	Placa base 2 furos MT-B-O2 OC	    384	PC	HILTI			A	22.10.2024
	8330	8330	0001	681106588	2272096	Placa base 2 furos MT-B-O2 OC	    384	PC	HILTI			A	22.10.2024
	8330	8330	0001	681106589	2272096	Placa base 2 furos MT-B-O2 OC	    384	PC	HILTI			A	22.10.2024
	8330	8330	0001	681106590	2272096	Placa base 2 furos MT-B-O2 OC	    384	PC	HILTI			A	22.10.2024
	8330	8330	0001	681106591	2272096	Placa base 2 furos MT-B-O2 OC	    312	PC	HILTI			A	22.10.2024
	8330	8330	0001	681106592	2272096	Placa base 2 furos MT-B-O2 OC	    384	PC	HILTI			A	22.10.2024
	8330	8330	0001	681106593	2272096	Placa base 2 furos MT-B-O2 OC	    384	PC	HILTI			A	22.10.2024
	8330	8330	0001	681106594	2272096	Placa base 2 furos MT-B-O2 OC	    384	PC	HILTI			A	22.10.2024
	8750	8750	0001	207732803	2272100	Placa de base MT-B-GS T OC	    460	PC	HILTI			A	29.11.2024
	8330	8330	0001	681076761	2272100	Placa base MT-B-GS T OC	    192	PC	HILTI			A	15.10.2024
	8330	8330	0001	681076762	2272100	Placa base MT-B-GS T OC	    192	PC	HILTI			A	15.10.2024
	8330	8330	0001	681076763	2272100	Placa base MT-B-GS T OC	    192	PC	HILTI			A	15.10.2024
	8330	8330	0001	681076764	2272100	Placa base MT-B-GS T OC	    192	PC	HILTI			A	15.10.2024
	8330	8330	0001	681076765	2272100	Placa base MT-B-GS T OC	    192	PC	HILTI			A	15.10.2024
	8330	8330	0001	681076766	2272100	Placa base MT-B-GS T OC	    118	PC	HILTI			A	15.10.2024
	3000	3000	0001	681088741	2272100	Placa de base MT-B-GS T OC	      2	PC	HILTI			A	23.10.2024
	3000	3000	0001	681088743	2272100	Placa de base MT-B-GS T OC	      2	PC	HILTI			A	23.10.2024
	3000	3000	0001	681088745	2272100	Placa de base MT-B-GS T OC	     96	PC	HILTI			A	23.10.2024
	3000	3000	0001	681088747	2272100	Placa de base MT-B-GS T OC	    192	PC	HILTI			A	23.10.2024
	8330	8330	0001	681105311	2272100	Placa base MT-B-GS T OC	    192	PC	HILTI			A	22.10.2024
	3000	3000	0001	680793762	2272101	Placa base 4 agujeros MT-B-GS O4U OC	     32	PC	HILTI			A	13.09.2024
	3000	3000	0001	680793765	2272101	Placa base 4 agujeros MT-B-GS O4U OC	     96	PC	HILTI			A	13.09.2024
	3000	3000	0001	680793768	2272101	Placa base 4 agujeros MT-B-GS O4U OC	      4	PC	HILTI			A	13.09.2024
	8330	8330	0001	680889288	2272103	Placa base 4 furos MT-B-GL O4 OC	      2	PC	HILTI			A	16.09.2024
	8330	8330	0001	681047911	2272104	Placa base 4 furos MT-B-GXL O4 OC	     24	PC	HILTI			A	08.10.2024
	8330	8330	0001	681047912	2272104	Placa base 4 furos MT-B-GXL O4 OC	     17	PC	HILTI			A	08.10.2024
	8750	8750	0001	681154910	2272107	Placa de base MT-B-GXL S2 OC	     50	PC	HILTI			A	26.09.2024
	3000	3000	0001	680860004	2272116	Jabalcón MT-AB-G T OC adjustable	     32	PC	HILTI			A	17.09.2024
	8650	8650	0001	206240427	2273202	ON!Track smart tag AI T320	     20	PC	HILTI			A	29.03.2024
	3000	3000	0001	680979474	2273202	ON!Track smart tag AI T320	     20	PC	HILTI			A	02.10.2024
	3000	3000	0001	681025216	2273202	ON!Track smart tag AI T320	     20	PC	HILTI			A	18.09.2024
	8330	8330	0001	680967172	2273256	Parafuso hex., rosca parc. MT-TLB OC	 12.800	PC	HILTI			A	17.09.2024
	8330	8330	0001	680967173	2273256	Parafuso hex., rosca parc. MT-TLB OC	    800	PC	HILTI			A	17.09.2024
	3000	3000	0001	680979484	2273256	Torn.cab.hex.parc.rosc MT-TLB OC	  5.600	PC	HILTI			A	02.10.2024
	8750	8750	0001	681048729	2273256	Torn.cab.hex.parc.rosc MT-TLB OC	    400	PC	HILTI			A	16.10.2024
	8750	8750	0001	681048771	2273256	Torn.cab.hex.parc.rosc MT-TLB OC	    600	PC	HILTI			A	16.10.2024
	8330	8330	0001	681076164	2273256	Parafuso hex., rosca parc. MT-TLB OC	  3.200	PC	HILTI			A	15.10.2024
	8330	8330	0001	681076165	2273256	Parafuso hex., rosca parc. MT-TLB OC	    400	PC	HILTI			A	15.10.2024
	3000	3000	0001	681088085	2273256	Torn.cab.hex.parc.rosc MT-TLB OC	 10.400	PC	HILTI			A	23.10.2024
	3000	3000	0001	681150428	2273256	Torn.cab.hex.parc.rosc MT-TLB OC	    400	PC	HILTI			A	06.11.2024
	3000	3000	0001	681150435	2273256	Torn.cab.hex.parc.rosc MT-TLB OC	  5.600	PC	HILTI			A	06.11.2024
	8330	8330	0001	680995968	2273585	Escora MT-AB-LL2 45 OC	     10	PC	HILTI			A	23.10.2024
	8750	8750	0001	680939742	2273589	Mordaza MT-BC-GXL T OC	    160	PC	HILTI			A	18.09.2024
	8750	8750	0001	680939743	2273589	Mordaza MT-BC-GXL T OC	     30	PC	HILTI			A	18.09.2024
	8330	8330	0001	681023361	2273631	Twist-Lock MT-TL M8 OC	    550	PC	HILTI			A	11.10.2024
	3000	3000	0001	680860017	2273633	Twist-Lock MT-TL M12 OC	    180	PC	HILTI			A	17.09.2024
	3000	3000	0001	680860019	2273633	Twist-Lock MT-TL M12 OC	    180	PC	HILTI			A	17.09.2024
	3000	3000	0001	680860021	2273633	Twist-Lock MT-TL M12 OC	    180	PC	HILTI			A	17.09.2024
	3000	3000	0001	680860023	2273633	Twist-Lock MT-TL M12 OC	    180	PC	HILTI			A	17.09.2024
	3000	3000	0001	680980485	2273633	Twist-Lock MT-TL M12 OC	    180	PC	HILTI			A	07.10.2024
	3000	3000	0001	680980487	2273633	Twist-Lock MT-TL M12 OC	     60	PC	HILTI			A	07.10.2024
	3000	3000	0001	680920903	2273635	Twist-Lock MT-TL M16 OC	    330	PC	HILTI			A	24.09.2024
	3000	3000	0001	680920903	2273635	Twist-Lock MT-TL M16 OC	    840	PC	HILTI			A	24.09.2024
	8330	8330	0001	681048013	2273643	Tampa de calha MT-EC-40/50	    500	PC	HILTI			A	08.10.2024
	8750	8750	0001	681048729	2273643	Tapa de carril MT-EC-40/50	    150	PC	HILTI			A	16.10.2024
	8330	8330	0001	681076178	2273643	Tampa de calha MT-EC-40/50	    500	PC	HILTI			A	15.10.2024
	8330	8330	0001	681076222	2273643	Tampa de calha MT-EC-40/50	    500	PC	HILTI			A	15.10.2024
	8650	8650	0001	681129431	2273681	Angular MT-FA-G M10 3/8 OC fixation	 14.400	PC	HILTI			A	04.11.2024
	8650	8650	0001	681129431	2273682	Angular MT-FA-G M12 1/2 OC fixation	  4.800	PC	HILTI			A	04.11.2024
	8330	8330	0001	681105359	2273683	Ângulo MT-FA-G M16 5/8 OC fixation	     20	PC	HILTI			A	22.10.2024
	8650	8650	0001	681050782	2273686	Angular MT-FA-C M8 fixation	    100	PC	HILTI			A	30.09.2024
	8650	8650	0001	681050770	2273687	Angular MT-FA-C M8 OC fixation	  1.280	PC	HILTI			A	30.09.2024
	8650	8650	0001	681050782	2273689	Angular MT-FA-C M10 OC fixation	    760	PC	HILTI			A	30.09.2024
	8650	8650	0001	681050770	2273691	Angular MT-FA-C M12 OC fixation	     20	PC	HILTI			A	30.09.2024
	8330	8330	0001	680907443	2273697	Tampa p/ viga MT-EC-70	    100	PC	HILTI			A	11.09.2024
	8330	8330	0001	680907446	2273697	Tampa p/ viga MT-EC-70	    150	PC	HILTI			A	11.09.2024
	8330	8330	0001	681048003	2273697	Tampa p/ viga MT-EC-70	     50	PC	HILTI			A	08.10.2024
	8330	8330	0001	681048011	2273697	Tampa p/ viga MT-EC-70	     50	PC	HILTI			A	08.10.2024
	8330	8330	0001	681076177	2273697	Tampa p/ viga MT-EC-70	    200	PC	HILTI			A	15.10.2024
	3000	3000	0001	681077492	2273697	Tapa de viga MT-EC-70	    600	PC	HILTI			A	17.09.2024
	3000	3000	0001	680792672	2273698	Tapa de viga MT-EC-80	     50	PC	HILTI			A	13.09.2024
	8750	8750	0001	680937809	2273698	Tapa de viga MT-EC-80	    450	PC	HILTI			A	18.09.2024
	8750	8750	0001	680937810	2273698	Tapa de viga MT-EC-80	    150	PC	HILTI			A	18.09.2024
	8750	8750	0001	681048728	2273698	Tapa de viga MT-EC-80	    450	PC	HILTI			A	16.10.2024
	8330	8330	0001	681137084	2273698	Tampa p/ viga MT-EC-80	    150	PC	HILTI			A	29.10.2024
	8750	8750	0001	681037410	2273699	Tapa de viga MT-EC-90	    150	PC	HILTI			A	13.09.2024
	8330	8330	0001	681048012	2273699	Tampa p/ viga MT-EC-90	    100	PC	HILTI			A	08.10.2024
	8750	8750	0001	681048728	2273699	Tapa de viga MT-EC-90	    225	PC	HILTI			A	16.10.2024
	8750	8750	0001	681048729	2273699	Tapa de viga MT-EC-90	     75	PC	HILTI			A	16.10.2024
	8330	8330	0001	681076176	2273699	Tampa p/ viga MT-EC-90	     50	PC	HILTI			A	15.10.2024
	8330	8330	0001	681076223	2273699	Tampa p/ viga MT-EC-90	    450	PC	HILTI			A	15.10.2024
	8330	8330	0001	681076224	2273699	Tampa p/ viga MT-EC-90	     50	PC	HILTI			A	15.10.2024
	8330	8330	0001	680829323	2276323	Braço de calha OS BRACKET FOR ETIN EAP S	     25	PC	HILTI			A	17.09.2024
	8330	8330	0001	681163284	2276323	Braço de calha OS BRACKET FOR ETIN EAP S	     95	PC	HILTI			A	14.11.2024
	8330	8330	0001	681163285	2276323	Braço de calha OS BRACKET FOR ETIN EAP S	    100	PC	HILTI			A	14.11.2024
	8330	8330	0001	681163297	2276323	Braço de calha OS BRACKET FOR ETIN EAP S	    100	PC	HILTI			A	14.11.2024
	8330	8330	0001	681163207	2276448	Starter OS S-M BS-300-CH100-2T SS	      9	PC	HILTI			A	14.11.2024
	3000	3000	0001	681035239	2277042	Láser de puntos PM 2-PE	      1	PC	HILTI			A	09.10.2024
	8650	8650	0001	680995944	2278587	Cordless data module IC CDM-22	     33	PC	HILTI			A	23.09.2024
	8650	8650	0001	681047797	2278587	Cordless data module IC CDM-22	     33	PC	HILTI			A	30.09.2024
	8650	8650	0001	681047799	2278587	Cordless data module IC CDM-22	     33	PC	HILTI			A	30.09.2024
	8650	8650	0001	681105337	2278587	Cordless data module IC CDM-22	     33	PC	HILTI			A	14.10.2024
	8650	8650	0001	681105340	2278587	Cordless data module IC CDM-22	     33	PC	HILTI			A	14.10.2024
	8650	8650	0001	681105342	2278587	Cordless data module IC CDM-22	     33	PC	HILTI			A	14.10.2024
	8650	8650	0001	681105344	2278587	Cordless data module IC CDM-22	     33	PC	HILTI			A	14.10.2024
	8650	8650	0001	681144462	2278587	Cordless data module IC CDM-22	     33	PC	HILTI			A	17.09.2024
	8650	8650	0001	681144463	2278587	Cordless data module IC CDM-22	     33	PC	HILTI			A	17.09.2024
	8330	8330	0001	680907499	2278640	Filtro VC 20/40/150-X seco	      3	PC	HILTI			A	11.09.2024
	8650	8650	0001	680996011	2278640	Filtro VC 20/40/150-X seco	     50	PC	HILTI			A	23.09.2024
	8330	8330	0001	681026102	2278640	Filtro VC 20/40/150-X seco	      6	PC	HILTI			A	11.10.2024
	3000	3000	0001	680792672	2278641	Tuerca GDG - 6mm / 1/4"	     12	PC	HILTI			A	13.09.2024
	3000	3000	0001	680979490	2279301	Hole saw arbor+bit 85mm MultiCut	      1	PC	HILTI			A	02.10.2024
	8650	8650	0001	680995987	2279301	Hole saw arbor+bit 85mm MultiCut	     10	PC	HILTI			A	23.09.2024
	3000	3000	0001	681088062	2279301	Hole saw arbor+bit 85mm MultiCut	      2	PC	HILTI			A	23.10.2024
	8650	8650	0001	681106391	2279301	Hole saw arbor+bit 85mm MultiCut	     10	PC	HILTI			A	14.10.2024
	3000	3000	0001	680792672	2280320	Pinza de apriete GDG - 1/4"	     12	PC	HILTI			A	13.09.2024
	3000	3000	0001	680979490	2280320	Pinza de apriete GDG - 1/4"	      8	PC	HILTI			A	02.10.2024
	8330	8330	0001	681076124	2281193	Adaptador M10-MR 50 (25)	    600	PC	HILTI			A	15.10.2024
	8330	8330	0001	681106506	2281193	Adaptador M10-MR 50 (25)	    100	PC	HILTI			A	22.10.2024
	8330	8330	0001	681106507	2281193	Adaptador M10-MR 50 (25)	     75	PC	HILTI			A	22.10.2024
	8750	8750	0001	681037409	2282190	Torn.cab.hex.parc.rosc MT-TLB 30	    800	PC	HILTI			A	13.09.2024
	8750	8750	0001	681048745	2282190	Torn.cab.hex.parc.rosc MT-TLB 30	  2.400	PC	HILTI			A	16.10.2024
	8750	8750	0001	681048746	2282190	Torn.cab.hex.parc.rosc MT-TLB 30	    200	PC	HILTI			A	16.10.2024
	8750	8750	0001	681048684	2283190	Desbastadora de diamante DGH 130 230V DL	      5	PC	HILTI			A	16.10.2024
	8750	8750	0001	681048685	2283190	Desbastadora de diamante DGH 130 230V DL	     11	PC	HILTI			A	16.10.2024
	8750	8750	0001	681048686	2283190	Desbastadora de diamante DGH 130 230V DL	     16	PC	HILTI			A	16.10.2024
	8330	8330	0001	681048032	2283196	Polidora de betão DGH 130 230V DLX	     16	PC	HILTI			A	08.10.2024
	8330	8330	0001	680967259	2283202	Polidora de betão DGH 130 230V	     16	PC	HILTI			A	17.09.2024
	8330	8330	0001	680967260	2283202	Polidora de betão DGH 130 230V	     16	PC	HILTI			A	17.09.2024
	8330	8330	0001	681048031	2283202	Polidora de betão DGH 130 230V	     32	PC	HILTI			A	08.10.2024
	8330	8330	0001	681076229	2283202	Polidora de betão DGH 130 230V	     32	PC	HILTI			A	15.10.2024
	3000	3000	0001	680980518	2283205	Matriz de engarce NCR 6T D CU 16	      1	PC	HILTI			A	07.10.2024
	8750	8750	0001	681047719	2283205	Matriz de engarce NCR 6T D CU 16	      1	PC	HILTI			A	16.10.2024
	3000	3000	0001	680980518	2283206	Matriz de engarce NCR 6T D CU 25	      1	PC	HILTI			A	07.10.2024
	8750	8750	0001	681047719	2283206	Matriz de engarce NCR 6T D CU 25	      1	PC	HILTI			A	16.10.2024
	3000	3000	0001	680980518	2283207	Matriz de engarce NCR 6T D CU 35	      1	PC	HILTI			A	07.10.2024
	8750	8750	0001	681047719	2283207	Matriz de engarce NCR 6T D CU 35	      1	PC	HILTI			A	16.10.2024
	8750	8750	0001	681047722	2283207	Matriz de engarce NCR 6T D CU 35	      1	PC	HILTI			A	16.10.2024
	3000	3000	0001	680980518	2283208	Matriz de engarce NCR 6T D CU 50	      1	PC	HILTI			A	07.10.2024
	8750	8750	0001	681047719	2283208	Matriz de engarce NCR 6T D CU 50	      1	PC	HILTI			A	16.10.2024
	3000	3000	0001	680980518	2283209	Matriz de engarce NCR 6T D CU 70	      1	PC	HILTI			A	07.10.2024
	8750	8750	0001	681047719	2283209	Matriz de engarce NCR 6T D CU 70	      1	PC	HILTI			A	16.10.2024
	3000	3000	0001	680980518	2283210	Matriz de engarce NCR 6T D CU 95	      1	PC	HILTI			A	07.10.2024
	3000	3000	0001	680980518	2283211	Matriz de engarce NCR 6T D CU 120	      1	PC	HILTI			A	07.10.2024
	3000	3000	0001	680980518	2283212	Matriz de engarce NCR 6T D CU 150	      1	PC	HILTI			A	07.10.2024
	8750	8750	0001	681047719	2283212	Matriz de engarce NCR 6T D CU 150	      1	PC	HILTI			A	16.10.2024
	3000	3000	0001	680980518	2283213	Matriz de engarce NCR 6T D CU 185	      1	PC	HILTI			A	07.10.2024
	3000	3000	0001	680980518	2283214	Matriz de engarce NCR 6T D CU 240	      1	PC	HILTI			A	07.10.2024
	3000	3000	0001	680980518	2283215	Matriz de engarce NCR 6T D CU 300	      1	PC	HILTI			A	07.10.2024
	8650	8650	0001	681144461	2283231	Matriz de engarce NCR 12T D CU 35	      2	PC	HILTI			A	17.09.2024
	3000	3000	0001	680980518	2283233	Matriz de engarce NCR 12T D CU 70	      1	PC	HILTI			A	07.10.2024
	8750	8750	0001	681047722	2283238	Matriz de engarce NCR 12T D CU 240	      1	PC	HILTI			A	16.10.2024
	3000	3000	0001	681035308	2283241	Matriz de engarce NCR 12T D AL 10	      1	PC	HILTI			A	09.10.2024
	3000	3000	0001	681035308	2283242	Matriz de engarce NCR 12T D AL 16-25	      1	PC	HILTI			A	09.10.2024
	3000	3000	0001	681035308	2283243	Matriz de engarce NCR 12T D AL 35	      1	PC	HILTI			A	09.10.2024
	3000	3000	0001	681035308	2283244	Matriz de engarce NCR 12T D AL 50	      1	PC	HILTI			A	09.10.2024
	3000	3000	0001	681035308	2283245	Matriz de engarce NCR 12T D AL 70	      1	PC	HILTI			A	09.10.2024
	3000	3000	0001	681035308	2283246	Matriz de engarce NCR 12T D AL 95-120	      1	PC	HILTI			A	09.10.2024
	3000	3000	0001	681035308	2283247	Matriz de engarce NCR 12T D AL 150	      1	PC	HILTI			A	09.10.2024
	3000	3000	0001	681035308	2283248	Matriz de engarce NCR 12T D AL 185	      1	PC	HILTI			A	09.10.2024
	3000	3000	0001	681035308	2283249	Matriz de engarce NCR 12T D AL 240	      1	PC	HILTI			A	09.10.2024
	3000	3000	0001	681035308	2283250	Matriz de engarce NCR 12T D AL 300	      1	PC	HILTI			A	09.10.2024
	8330	8330	0001	680902296	2285163	Starter OS FOS CH100-2T-200 SS	      8	PC	HILTI			A	15.11.2024
	8330	8330	0001	681043087	2285163	Starter OS FOS CH100-2T-200 SS	      4	PC	HILTI			A	16.10.2024
	3000	3000	0001	680895657	2285349	Cover clamp OS FOE-CC FRP	    128	PC	HILTI			A	03.10.2024
	3000	3000	0001	680860913	2286694	Wall scanner PS 85	      3	PC	HILTI			A	17.09.2024
	8650	8650	0001	680998182	2286694	Wall scanner PS 85	      3	PC	HILTI			A	23.09.2024
	8650	8650	0001	681050782	2286694	Wall scanner PS 85	      1	PC	HILTI			A	30.09.2024
	8650	8650	0001	681106376	2286694	Wall scanner PS 85	      1	PC	HILTI			A	14.10.2024
	8330	8330	0001	680902312	2287444	Light bracket OE-100-AH-2 SS	    412	PC	HILTI			A	02.10.2024
	8330	8330	0001	681043088	2287444	Light bracket OE-100-AH-2 SS	    168	PC	HILTI			A	16.10.2024
	8330	8330	0001	681163217	2287444	Light bracket OE-100-AH-2 SS	     20	PC	HILTI			A	14.11.2024
	8330	8330	0001	681163339	2287444	Light bracket OE-100-AH-2 SS	    100	PC	HILTI			A	14.11.2024
	8750	8750	0001	681048721	2287620	Varilla anclaje HIT-Z M10x115	  5.120	PC	HILTI			A	16.10.2024
	3000	3000	0001	680859996	2287816	Taco universal HUD-2 8x40 (400)	  2.000	PC	HILTI			A	17.09.2024
	3000	3000	0001	680859996	2287816	Taco universal HUD-2 8x40 (400)	  2.000	PC	HILTI			A	17.09.2024
	3000	3000	0001	680980515	2287816	Taco universal HUD-2 8x40 (400)	  2.000	PC	HILTI			A	07.10.2024
	3000	3000	0001	680793808	2287818	Taco universal HUD-2 5x25 (500)	    500	PC	HILTI			A	13.09.2024
	3000	3000	0001	681151153	2287819	Taco universal HUD-2 6x30 (200)	  1.800	PC	HILTI			A	06.11.2024
