26.03.2025				                                                                                                                          List complete material master																																  1


		SOrg.	Plnt		Material	Material number	X-Plant Material Status	MS	   Gross weight	WUn	Spart	ValidFrom	Min.order qty	BUn	Orig	Web	FM rel.	Av	PGr	GRT	Typ	MRPCn	  Min.lot size	BUn	SPT	 PDT	TABCD	XYZ	Pl	   Safety Stock	 Rounding val.	BUn	R.profile	LS	Min. dely qty		BUn
		8300	8330		2098168	Diamond core bit DD-BT 1"/320 LCL	14	80	           372	G		03.05.2023	           1	PC	HU			ZC	L05	 2	ND	L05	            1	PC	4C	 46	D	N	X	             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2106731	Retaining strap cordl.	14	80	            25	G		19.05.2021	           1	PC	CN			ZC	L09	 2	ND	L09	            5	PC	U0	 54	D	Z	X	             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2118725	Cutting disc P-T 110/22.2 (6) univ	14	80	           110	G		17.04.2017	           6	PC	IN			ZC	L05	 2	ND	L05	            6	PC	4C	 48	A	X	X	             0	            6	PC	Z004	PK	           6		PC
		8300	8330		2127989	Flush anchor HKV 1/2"x50	14	80	        46,400	G		01.11.2023	          25	PC	CN			ZC	L02	 2	ND	L02	           25	PC	U0	 55	D	Z	X	             0	           25	PC	Z004	PK	          25		PC
		8300	8330		2144805	Radio-charger RC 4/36-DAB 230V	14	80	         8.150	G		19.04.2023	           1	PC	CN			ZC	L15	 2	ND	L15	            1	PC	U4	 69	D	N	X	             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2163738	Diamond cup 115/4.5" P (2) univ	14	80	       381,330	G		05.07.2021	           2	PC	IN		F	ZC	L05	 2	ND	L05	           10	PC	4C	127	T	X	X	             0	           10	PC	Z004	PK	           2		PC
		8300	8330		2163740	Diamond cup 180/7" P (2) univ	14	80	       829,500	G		09.11.2021	           2	PC	IN		F	ZC	L05	 2	ND	L05	           36	PC	4C	 61	A	X	X	             0	           12	PC	Z004	PK	           2		PC
		8300	8330		2163741	Diamond cup 115/4.5" P (6) univ	14	80	       386,666	G		30.06.2021	           6	PC	IN		F	ZC	L05	 2	ND	L05	           72	PC	4C	 61	A	X	X	             0	           24	PC	Z004	PK	           6		PC
		8300	8330		2163743	Diamond cup 180/7" P (6) univ	14	80	           846	G		30.01.2021	           6	PC	IN		F	ZC	L05	 2	ND	L05	            6	PC	4C	 53	D	Z	X	             0	            6	PC	Z004	PK	           6		PC
		8300	8330		2201416	Cordl. cable cutter NCT IS 053-A22 case	14	80	         3.400	G		04.10.2024	           1	PC	DE		F	ZC	L15	 2	ND	L15	            1	PC	U0	 68	C	Z	X	             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2222101	Recip. saw blade P 15 18 (45) metal	14	80	        19,155	G		22.12.2022	          45	PC	US			ZC	L09	 2	ND	L09	           45	PC	4C	147	D	Z	X	             0	           45	PC	Z004	PK	          45		PC
		8300	8330		2222113	Recip. saw blade UD 30 1014 (35)	14	80	        50,171	G		28.06.2022	          35	PC	CH			ZC	L09	 2	ND	L09	           35	PC	4C	 61	D	Z	X	             0	           35	PC	Z004	PK	          35		PC
		8300	8330		2270470	Stepped drill bit TS-BT 31-74 PFP	14	80	            52	G		06.12.2023	           1	PC	DE			ZC	L10	 2	ND	L10	            1	PC	4C	 54	D	N	X	             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2302708	Accessory kit POA 66	14	80	         2.664	G		07.03.2024	           1	PC	DE			ZC	L07	 2	ND	L07	            1	PC	4C	 54	D	Z	X	             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2305388	Drywall sander DWS 225 120V	14	80	         7.680	G		18.10.2022	           1	PC	FI		F	ZC	L05	 2	ND	L05	            1	PC	U4	 63	D	Z	X	             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2324273	Cordl. impact driver SID 4-22 case	14	80	         4.000	G		18.10.2023	           1	PC	CN		F	ZC	L15	 2	ND	L15	            1	PC	U0	 55	D	N	X	             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2346658	Kwik-X capsule KHC 3/8" SMALL	14	33	         2,240	G		24.01.2023	          50	PC	DE	X	F	ZC	L02	 2	X5	L02	          200	PC	90	 19	D	Z		             0	           50	PC	Z004	PK	          50		PC
		8300	8330		418070	Screw anchor KH-EZ 1/2"x2 1/2"	14	80	        94,239	G		24.01.2023	          30	PC	LI		F	ZC	L02	 2	ND	L02	        4.320	PC	90	 47	D	Z	X	             0	        4.320	PC	Z004	PK	          30		PC
		8300	8330		418078	Screw anchor KH-EZ 5/8"x3 1/2"	14	80	       197,039	G		24.01.2023	          15	PC	LI		F	ZC	L02	 2	ND	L02	           15	PC	90	 47	D	Z	X	             0	           15	PC	Z004	PK	          15		PC
		8300	8330		418082	Screw anchor KH-EZ 5/8"x8"	14	80	           370	G		24.01.2023	          15	PC	LI		F	ZC	L02	 2	ND	L02	           15	PC	90	 47	D	Z	X	             0	           15	PC	Z004	PK	          15		PC
		8300	8330		418087	Screw anchor KH-EZ 3/4"x9"	14	80	           610	G		24.01.2023	          10	PC	LI		F	ZC	L02	 2	ND	L02	           10	PC	90	 47	D	Z	X	             0	           10	PC	Z004	PK	          10		PC
		8300	8330		434447	Screw anchor KH 5/8"x4"	14	80	       218,667	G		24.01.2023	          15	PC	LI		F	ZC	L02	 2	ND	L02	           15	PC	90	 47	D	Z	X	             0	           15	PC	Z004	PK	          15		PC
		8300	8330		434451	Screw anchor KH 3/4"x5 1/2"	14	80	       418,500	G		24.01.2023	          10	PC	LI		F	ZC	L02	 2	ND	L02	           50	PC	90	 47	D	Z	X	             0	           50	PC	Z004	PK	          10		PC
		8300	8330		434449	Screw anchor KH 5/8"x6 1/2"	14	80	       314,667	G		24.01.2023	          15	PC	LI		F	ZC	L02	 2	ND	L02	           15	PC	90	 47	D	Z	X	             0	           15	PC	Z004	PK	          15		PC
		8300	8330		434453	Screw anchor KH 3/4"x9"	14	80	           610	G		24.01.2023	          10	PC	LI		F	ZC	L02	 2	ND	L02	           10	PC	90	 47	D	Z	X	             0	           10	PC	Z004	PK	          10		PC
		8300	8330		434452	Screw anchor KH 3/4"x7"	14	80	       500,200	G		24.01.2023	          10	PC	LI		F	ZC	L02	 2	ND	L02	           10	PC	90	 47	D	Z	X	             0	           10	PC	Z004	PK	          10		PC
		8300	8330		418055	Screw anchor KH-EZ 3/8"x1 7/8"	14	60	        41,036	G		03.01.2023	          50	PC	LI	X		ZC	L02	 2	X6	L02	           50	PC	90	 47	D	N		             0	           50	PC	Z004	PK	          50		PC
		8300	8330		2222100	Recip. saw blade P 20 14 (200) metal	14	80	        25,905	G		25.09.2023	         200	PC	US			ZC	L09	 2	ND	L09	          200	PC	4C	 54	D	N	X	             0	          200	PC	Z004	PK	         200		PC
		8300	8330		418076	Screw anchor KH-EZ 1/2"x5"	14	60	       151,457	G		24.01.2023	          25	PC	LI		F	ZC	L02	 2	X5	L02	           25	PC	90	 47	D	N		             0	           25	PC	Z004	PK	          25		PC
		8300	8330		418081	Screw anchor KH-EZ 5/8"x6 1/2"	14	60	       312,952	G		18.07.2024	          15	PC	LI	X	F	ZC	L02	 2	X5	L02	           15	PC	90	 47	C	Z		             0	           15	PC	Z004	PK	          15		PC
		8300	8330		418079	Screw anchor KH-EZ 5/8"x4"	14	80	       217,898	G		23.08.2024	          15	PC	LI		F	ZC	L02	 2	ND	L02	           15	PC	90	 47	D	Z	X	             0	           15	PC	Z004	PK	          15		PC
		8300	8330		434436	Screw anchor KH 3/8"x2 1/8"	14	80	        43,983	G		15.09.2022	          50	PC	LI			ZC	L02	 2	ND	L02	           50	PC	90	 47	D	N	X	             0	           50	PC	Z004	PK	          50		PC
		8300	8330		434442	Screw anchor KH 1/2"x3 1/2"	14	80	       118,726	G		26.09.2022	          25	PC	LI			ZC	L02	 2	ND	L02	        3.600	PC	90	 47	D	N	X	             0	        3.600	PC	Z004	PK	          25		PC
		8300	8330		434445	Screw anchor KH 1/2"x5"	14	80	       151,576	G		24.01.2023	          25	PC	LI		F	ZC	L02	 2	ND	L02	           25	PC	90	 47	D	Z	X	             0	           25	PC	Z004	PK	          25		PC
		8300	8330		418085	Screw anchor KH-EZ 3/4"x7"	14	80	       496,524	G		12.02.2025	          10	PC	LI		F	ZC	L02	 2	ND	L02	           10	PC	90	 47	D	N	X	             0	           10	PC	Z004	PK	          10		PC
		8300	8330		434438	Screw anchor KH 3/8"x3 1/2"	14	60	        61,856	G		24.01.2023	          50	PC	LI	X	F	ZC	L02	 2	X6	L02	           50	PC	90	 47	D	Z		             0	           50	PC	Z004	PK	          50		PC
		8300	8330		2076993	Battery charger C 4/12-50 230V box	14	80	           592	G		04.11.2024	           1	PC	CN		F	ZC	L09	 2	ND	L09	          160	PC	U0	 52	B	X	X	             0	           80	PC	Z004	PK	           1		PC
		8300	8330		418084	Screw anchor KH-EZ 3/4"x5 1/2"	14	80	       413,988	G		21.10.2024	          10	PC	LI		F	ZC	L02	 2	ND	L02	           10	PC	90	 47	D	Z	X	             0	           10	PC	Z004	PK	          10		PC
		8300	8330		434443	Screw anchor KH 1/2"x4"	14	80	       130,400	G		24.01.2023	          25	PC	LI		F	ZC	L02	 2	X6	L02	           25	PC	90	 47	D	Z	X	             0	           25	PC	Z004	PK	          25		PC
		8300	8330		418073	Screw anchor KH-EZ 1/2"x4"	14	80	       129,471	G		12.02.2025	          25	PC	LI		F	ZC	L02	 2	ND	L02	           25	PC	90	 47	D	N	X	             0	           25	PC	Z004	PK	          25		PC
		8300	8330		418056	Screw anchor KH-EZ 3/8"x2 1/8"	14	40	        44,400	G		13.12.2024	          50	PC	LI	X	F	ZC	L02	 2	X6	L02	           50	PC	90	 47	D	Z		             0	           50	PC	Z004	PK	          50		PC
		8300	8330		434441	Screw anchor KH 1/2"x3"	14	80	       107,169	G		24.01.2023	          30	PC	LI		F	ZC	L02	 2	X6	L02	           30	PC	90	 47	D	Z	X	             0	           30	PC	Z004	PK	          30		PC
		8300	8330		409498	Flush anchor HDI-P 1/4"	14	40	             8	G		31.07.2023	         100	PC	MX			ZC	L02	 2	X6	L02	          100	PC	4M	 46	D	N		             0	          100	PC	Z004	PK	         100		PC
		8300	8330		434450	Screw anchor KH 3/4"x4 1/2"	14	80	       358,960	G		26.09.2022	          10	PC	LI			ZC	L02	 2	ND	L02	           10	PC	90	 47	D	N	X	             0	           10	PC	Z004	PK	          10		PC
		8300	8330		434448	Screw anchor KH 5/8"x5 1/2"	14	80	       273,921	G		26.09.2022	          15	PC	LI			ZC	L02	 2	ND	L02	           15	PC	90	 47	D	Z	X	             0	           15	PC	Z004	PK	          15		PC
		8300	8330		2343893	Cartridge 6.8/11 M10 BULK yellow	14	60	         1,523	G		05.10.2023	       1.000	PC	DE	X		ZC	L04	 2	ND	L04	        1.000	PC	4C	 48	D	N		             0	        1.000	PC	Z004	PK	       1.000		PC
		8300	8330		2201077	DX Cartridge 6.8/11 M BULK green	14	80	         1,407	G		01.11.2024	       1.000	PC	DE			ZC	L04	 2	ND	L04	        1.000	PC	4C	 48	D	Z	X	             0	        1.000	PC	Z004	PK	       1.000		PC
		8300	8330		418058	Screw anchor KH-EZ 3/8"x3 1/2"	14	80	        62,130	G		24.01.2023	          50	PC	LI		F	ZC	L02	 2	ND	L02	           50	PC	90	 47	D	Z	X	             0	           50	PC	Z007	PK	          50		PC
		8300	8330		418071	Screw anchor KH-EZ 1/2"x3"	14	80	       107,223	G		24.01.2023	          30	PC	LI		F	ZC	L02	 2	ND	L02	           30	PC	90	 47	C	Z	X	             0	           30	PC	Z004	PK	          30		PC
		8300	8330		2346812	Kwik-X capsule KHC 5/8" SMALL	14	33	        10,080	G		24.01.2023	          24	PC	DE	X	F	ZC	L02	 2	X6	L02	          192	PC	90	 19	D	Z		             0	           24	PC	Z004	PK	          24		PC
		8300	8330		206727	Case 495x392x124 Typ 17	14	33	         1.740	G		26.10.2023	           1	PC	CH			ZC	L10	 2	X6	L10	            1	PC	4C	 61	D	Z		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		243740	Setting tool HSD-G M8 5/16"X30	14	33	           380	G		14.02.2024	           1	PC	DE	X		ZC	L02	 2	X6	L02	            1	PC	U0	 59	D	Z		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		260347	Impact anchor HPS-1 5/5x25	14	33	         2,840	G		05.09.2023	         200	PC	TW	X		ZC	L02	 2	X6	L02	          200	PC	U0	 59	D	Z		             0	          200	PC	Z004	PK	         200		PC
		8300	8330		260350	Impact anchor HPS-1 6/15x40	14	33	         5,507	G		24.01.2023	         150	PC	TW		F	ZC	L02	 2	X6	L02	            0	PC	U0	 59	D	Z		             0	            0	PC	Z004	PK	         150		PC
		8300	8330		280801	Chuck BL (M27x1.5)	14	33	           704	G	X	28.06.2024	           1	PC	AT			ZC	U26	 2	X6	U26	            1	PC	4C	 61	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		418046	Screw anchor KH-EZ 1/4"x3"	14	33	            26	G		24.01.2023	         100	PC	TW	X	F	ZC	L02	 2	X6	L02	          100	PC	U0	 59	D	Z		             0	          100	PC	Z004	PK	         100		PC
		8300	8330		418047	Screw anchor KH-EZ 1/4"x3 1/2"	14	33	        30,400	G		24.01.2023	         100	PC	TW	X	F	ZC	L02	 2	X6	L02	          100	PC	U0	 59	D	Z		             0	          100	PC	Z004	PK	         100		PC
		8300	8330		2059701	Electronics IGBT - S packed	14	40	           178	G		16.05.2023	           1	PC	CH			ZR	L08	 2	X6	L08	            1	PC	4C	 62	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2066676	Twist drill bit HSS 16,0x178mm	14	40	       169,520	G		05.07.2021	           1	PC	CN	X		ZC	L08	 2	X6	L08	            1	PC	4C	 61	D	Z		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2103185	Diagonal eyepiece POA 72	14	33	        55,620	G		26.10.2023	           1	PC	JP	X		ZC	L07	 2	X6	L07	            1	PC	4C	 61	D	Z		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2105778	Accessory kit DD 5/8"	14	33	         5.935	G		26.09.2024	           1	PC	DE	X		ZC	L05	 2	X6	L05	            1	PC	4C	 61	D	Z		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2117888	Cutting disc SP-T 180/22 univ	14	40	           300	G		28.09.2021	           1	PC	IN	X		ZC	L05	 2	X6	L05	            1	PC	4C	 61	D	Z		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2120275	Wing nut MIQM-M12	14	60	        37,600	G		31.03.2020	           0	PC	ES	X		ZC	L06	 2	ND	L06	           25	PC	U0	 72	D	N		             0	           25	PC	Z007	PK	           0		PC
		8300	8330		2131536	Rotating laser PR 2-HS A12	16	60	         5.832	G		27.12.2024	           1	PC	DE	X	F	ZC	L07	 2	X6	L07	           16	PC	U0	 59	A	X		             0	           16	PC	Z004	PK	           1		PC
		8300	8330		2134761	Rotating laser PR 30-HVS A12	14	60	         6.109	G		08.02.2021	           1	PC	DE	X	F	ZC	L07	 2	ND	L07	           16	PC	4C	 61	A	X		             0	           16	PC	Z004	PK	           1		PC
		8300	8330		2147810	Ball knob POA 36	14	33	            87	G		08.11.2023	           1	PC	US	X		ZC	L07	 2	X6	L07	            1	PC	4C	 61	D	Z		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2159877	Heavy-duty anchor HSL-3-R M8 20/-/-	14	33	        75,195	G		22.11.2023	          40	PC	CN	X		ZC	L02	 2	X6	L02	           40	PC	U0	 59	D	Z		             0	           40	PC	Z004	PK	          40		PC
		8300	8330		2159878	Heavy-duty anchor HSL-3-R M8 40/20/-	14	33	        83,485	G		22.11.2023	          40	PC	CN	X		ZC	L02	 2	X6	L02	           40	PC	U0	 59	D	Z		             0	           40	PC	Z004	PK	          40		PC
		8300	8330		2159980	Heavy-duty anchor HSL-3-R M10 20/-/-	14	33	       139,371	G		22.11.2023	          20	PC	CN	X		ZC	L02	 2	X6	L02	           20	PC	U0	 59	D	Z		             0	           20	PC	Z004	PK	          20		PC
		8300	8330		2159981	Heavy-duty anchor HSL-3-R M10 40/20/-	14	33	       164,981	G		22.11.2023	          20	PC	CN	X		ZC	L02	 2	X6	L02	           20	PC	U0	 59	D	Z		             0	           20	PC	Z004	PK	          20		PC
		8300	8330		2159984	Heavy-duty anchor HSL-3-R M12 50/25/-	14	33	       290,311	G		22.11.2023	          10	PC	CN	X		ZC	L02	 2	X6	L02	           10	PC	U0	 59	D	Z		             0	           10	PC	Z004	PK	          10		PC
		8300	8330		2159986	Heavy-duty anchor HSL-3-R M16 25/-/-	14	33	       507,900	G		22.11.2023	          10	PC	CN	X		ZC	L02	 2	X6	L02	           10	PC	U0	 59	D	Z		             0	           10	PC	Z004	PK	          10		PC
		8300	8330		2159987	Heavy-duty anchor HSL-3-R M16 50/25/-	14	33	       590,185	G		22.11.2023	          10	PC	CN	X		ZC	L02	 2	X6	L02	           10	PC	U0	 59	D	Z		             0	           10	PC	Z004	PK	          10		PC
		8300	8330		2159989	Heavy-duty anchor HSL-3-R M20 30/-/-	14	33	       781,534	G		22.11.2023	           6	PC	CN	X		ZC	L02	 2	X6	L02	            6	PC	U0	 59	D	Z		             0	            6	PC	Z004	PK	           6		PC
		8300	8330		2159990	Heavy-duty anchor HSL-3-R M20 60/30/-	14	33	       913,518	G		22.11.2023	           6	PC	CN	X		ZC	L02	 2	X6	L02	            6	PC	U0	 59	D	Z		             0	            6	PC	Z004	PK	           6		PC
		8300	8330		2169858	Screw anchor KH-EZ 3/8"x2 1/8" I 1/2"	14	33	        58,431	G		22.06.2023	          50	PC	LI	X		ZC	L02	 2	X6	L02	           50	PC	4C	 61	D	Z		             0	           50	PC	Z004	PK	          50		PC
		8300	8330		2223921	Anchor rod HAS-U A4 M16x260	14	33	       383,500	G		12.06.2023	          10	PC	CN	X		ZC	L02	 2	X6	L02	           10	PC	U4	 60	D	Z		             0	           10	PC	Z004	PK	          10		PC
		8300	8330		2223922	Anchor rod HAS-U A4 M16x300	14	33	       442,600	G		05.09.2023	          10	PC	CN			ZC	L01	 2	X6	L01	           10	PC	U4	 60	D	Z		             0	           10	PC	Z004	PK	          10		PC
		8300	8330		2223923	Anchor rod HAS-U A4 M16x350	14	33	       493,134	G		28.06.2023	          10	PC	CN	X		ZC	L02	 2	X6	L02	           10	PC	U4	 60	D	Z		             0	           10	PC	Z004	PK	          10		PC
		8300	8330		2223929	Anchor rod HAS-U A4 M20x350	14	33	       796,600	G		05.09.2023	          10	PC	CN			ZC	L01	 2	X6	L01	           10	PC	U4	 60	D	Z		             0	           10	PC	Z004	PK	          10		PC
		8300	8330		2235219	Anchor plate CFS-T FAP 120 EX GS	14	40	           127	G		27.06.2023	           1	PC	CZ	X		ZC	L03	 2	X6	L03	            5	PC	4C	106	D	N		             0	            5	PC	Z004	PK	           1		PC
		8300	8330		2240542	Band saw SB 4-22 box	14	33	         4.400	G		28.04.2023	           1	PC	CN		F	ZC	L15	 2	X6	L15	            1	PC	4C	 61	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2281193	Adapter M10-MR 50 (25)	14	33	       114,800	G		01.09.2023	          25	PC	CH	X		ZC	L10	 2	Y1	L10	           25	PC	4C	 61	D	Z		             0	           25	PC	Z004	PK	          25		PC
		8300	8330		2287622	Anchor rod HIT-Z M10x160	14	33	        98,375	G		24.07.2023	          40	PC	LI	X	F	ZC	L01	 2	X6	L01	           40	PC	4C	 61	D	Z		             0	           40	PC	Z004	PK	          40		PC
		8300	8330		2293560	Screw anchor HUS4-H 10x180 125/105/95	14	33	       123,080	G		22.11.2022	          25	PC	LI	X		ZC	L02	 2	X6	L02	           25	PC	4C	 61	D	Z		             0	           25	PC	Z004	PK	          25		PC
		8300	8330		2300667	Reflector rod POA 57 mini	14	33	       658,790	G		26.10.2023	           1	PC	DE	X		ZC	L07	 2	X6	L07	            1	PC	4C	 61	D	Z		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2305807	Case PLT 300 empty	14	33	         4.550	G		08.11.2023	           1	PC	AT	X		ZC	L08	 2	X6	L08	            1	PC	4C	 61	D	Z		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2309843	Tripod POA 67	14	33	         7.460	G		08.11.2023	           1	PC	DE	X		ZC	L07	 2	X6	L07	            1	PC	4C	 61	D	Z		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2310192	Stepped drill bit TX-BT 31-74 PFP	14	60	           115	G		23.01.2024	           1	PC	DE	X		ZC	L10	 2	ND	L10	            1	PC	4C	 61	D	Y		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2312437	Tamper plate TE-H TP 15x15	16	33	         5.998	G		25.07.2023	           1	PC	HU	X		ZC	L09	 2	X6	L09	            1	PC	4C	 61	D	Z		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2313326	Screw anchor HUS4-HF 10x110 55/35/25	14	33	        79,058	G		29.11.2022	          50	PC	LI	X		ZC	L02	 2	Y1	L02	           50	PC	4C	 61	D	Z		             0	           50	PC	Z004	PK	          50		PC
		8300	8330		2315284	Case POA 66 empty	14	33	           900	G		08.11.2023	           1	PC	AT	X		ZC	L07	 2	X6	L07	            1	PC	4C	 61	D	Z		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2333577	Screw anchor HUS4-H 16x165 80/35	14	33	       315,909	G		22.11.2022	          16	PC	LI	X		ZC	L02	 2	X6	L02	           16	PC	4C	 61	D	Z		             0	           16	PC	Z004	PK	          16		PC
		8300	8330		2333578	Screw anchor HUS4-H 16x205 120/75	14	33	       379,319	G		22.11.2022	          16	PC	LI	X		ZC	L02	 2	X6	L02	           16	PC	4C	 61	D	Z		             0	           16	PC	Z004	PK	          16		PC
		8300	8330		2338661	Fixing clamp OE-FC-B40-54 PT SS	14	33	           106	G		25.07.2023	           1	PC	NO	X		ZC	L11	 2	X6	L11	            1	PC	20	106	D	Z		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2348156	Anchor plate CFS-T FAP 120 S/S	14	33	           127	G		22.11.2022	           5	PC	SI	X		ZC	L03	 2	X6	L03	            5	PC	4C	 61	D	Z		             0	            5	PC	Z004	PK	           5		PC
		8300	8330		2401714	Prism POA 20	14	33	           463	G		22.11.2023	           1	PC	SE	X		ZC	L07	 2	X6	L07	            1	PC	4C	 61	D	Z		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2256714	Wall mount with magnetic bracket PMA 94	14	60	           600	G		22.08.2023	           1	PC	CN	X	F	ZC	L07	 2	ND	L07	            1	PC	4C	 61	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2061285	Cordl. drill driver SF 8M-A22 case	14	60	         4.392	G		29.08.2024	           1	PC	CN		F	ZC	L15	 2	ND	L15	            5	PC	U0	151	D	Z		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2281195	Exoskeleton HA EXO-O1 overhead	14	60	     5.503,200	G		14.02.2024	           1	PC	DE	X	F	ZC	L05	 2	ND	L05	            1	PC	4C	 15	C	Z		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		244246	Cast-in device CP 680-P 4"	14	40	       621,900	G		29.04.2022	           1	PC	MY	X		ZC	L03	 2	X6	L03	           12	PC	90	 47	B	Y		             0	           12	PC	Z007	PK	           1		PC
		8300	8330		2332781	Baseplate MT-B-G AS OC	14	40	       565,500	G		01.09.2023	          10	PC	CN	X		ZC	L06	 2	X6	L06	           10	PC	U4	 60	D	N		             0	           10	PC	Z004	PK	          10		PC
		8300	8330		2333288	Cutting disc AC-D 12" GS/ST SPX cordl.	14	40	       657,500	G		31.12.2024	          10	PC	US	X		ZC	L09	 2	X6	L09	            0	PC	90	 47	D	N		             0	            0	PC	Z004	PK	          10		PC
		8300	8330		2335259	Cordl. crimper NUN 054 IE-A22	14	60	        13.000	G		14.03.2024	           1	PC	DE	X		ZC	L09	 2	ND	L09	            3	PC	U0	 52	A	Y		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2121562	Dust bag VC 40/150-10 (5) fleece	14	40	           124	G		15.09.2021	           5	PC	CZ	X		ZC	L05	 2	X6	L05	            5	PC	4C	 61	D	N		             0	            5	PC	Z004	PK	           5		PC
		8300	8330		2343894	Cartridge 6.8/11 M10 BULK red	14	60	         1,556	G		05.10.2023	       1.000	PC	DE	X		ZC	L04	 2	ND	L04	        1.000	PC	4C	 48	D	Z		             0	        1.000	PC	Z004	PK	       1.000		PC
		8300	8330		2144801	Radio-charger RC 4/36-DAB 230V	14	60	         8.150	G		19.04.2023	           1	PC	CN			ZC	L15	 2	ND	L15	            1	PC	U4	 60	D	Z		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2075676	Angle grinder AG 180-20D	14	80	         6.340	G		04.01.2024	           1	PC	CN			ZC	L08	 2	ND	L08	            1	PC	4C	 54	D	N	X	             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2230558	PROFIS Eng. Premium Single-User	14	40	             0	G		25.04.2019	           1	PC					L13	 0	ND	L13	            1	PC	20	  1	D	N		             0	            1	PC	Z004		           1		PC
		8300	8330		2230560	PROFIS Eng. Premium multi-user	14	40	             0	G		25.04.2019	           1	PC					L13	 0	ND	L13	            1	PC	20	  1	D	N		             0	            1	PC	Z004		           1		PC
		8300	8330		2079936	Screw anchor HUS3-C 10x100 45/25/15	14	80	        71,367	G		22.12.2023	          50	PC	LI			ZC	L02	 2	ND	L02	           50	PC	4C	 54	D	N	X	             0	           50	PC	Z004	PK	          50		PC
		8300	8330		2199855	Pipe saddle w/coated U-bolt PSCU 4"	14	40	     1.374,100	G		30.09.2020	          10	PC	GB	X		ZC	L06	 2	X6	L06	            5	PC	20	 56	D	N		             0	            5	PC	Z004	PK	          10		PC
		8300	8330		2199872	Pipe saddle connector PSC 7/8", 1"	14	40	         2.602	G		30.09.2020	           5	PC	GB	X		ZC	L06	 2	X6	L06	            1	PC	20	 56	D	N		             0	            1	PC	Z004	PK	           5		PC
		8300	8330		2230438	Hinge FOE100 HI-VE PT FRP	14	33	           118	G		25.09.2023	           1	PC	MY	X		ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2230479	Hinge OS FTE-80 FRP-PART-B	14	33	            44	G		25.09.2023	           1	PC	MY	X		ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2230501	Splice connector FOE100 SC PT FRP	14	33	           175	G		01.09.2023	           1	PC	MY	X		ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2230506	Splice connector FTE50 SC PT FRP	14	33	            36	G		25.09.2023	           1	PC	MY	X		ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2237061	Connector FTE50 HI-VE PT FRP	14	33	            26	G		01.09.2023	           1	PC	MY	X		ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2386379	Tool holder EXO-T-22 L-shaped	14	30	           400	G		06.12.2023	           1	PC	CH			ZC	L05	 2	X6	L05	            1	PC	4C	 54	D	Z		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		3668699	PB_Serviço de Delineamento	14	80	             0	G		23.03.2020	       1,000	H	BR				L13	 0	ND	L13	        1,000	H	20	  1	D	Z	X	         0,000	        1,000	H	Z004	EX	       1,000		H
		8300	8330		3668807	PB_Serviço de Calculo de Engenharia	14	80	             0	G		23.03.2020	       1,000	H	BR				L13	 0	ND	L13	        1,000	H	20	  1	D	Z	X	         0,000	        1,000	H	Z004	EX	       1,000		H
