13.09.2024                                                                                                                                                                                                                           Dynamic List Display                                                                                                                                                                                                                                                                                    1


		Material	Material Description	Plnt	MS	Typ	Combo Ind	BO items	      GrpValue	Curr.	BO quan.	Avail. QTY	Alt.ATP	SU	Altern.?	MM note	BO Note	Foc.Cust	l.postp.	maxDlvDate	ResCount	maxiPDdel.	maxRDdelay	maxPDdelay	 RES QTY	  PO qty	Next PO	  PO qty	Deliv.date	TABCD	XYZ	 PDT	ProcType	SPT	lastResc	PDcount	MRPCn	Name
		368690	Bearing sleeve GX120 kit	8770	40	X6		      1	       14.246	CLP	      1			PC				X	13.09.2024	10.09.2024	      1		      999							C	Y	 22	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		351329	Torx-soc csk head scr M5X20 mc	8770	33	X6		      1	          318	CLP	      3			PC				X	13.09.2024	10.09.2024	      1		      999							D	Y	 22	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		385491	Holder assy	8770	40	X6		      1	       32.992	CLP	      1			PC				X	13.09.2024	10.09.2024	      1		      999							B	Y	 22	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		381909	Valve assy	8770	40	X6		      1	        9.000	CLP	      1			PC				X	13.09.2024	10.09.2024	      1		      999							C	Y	 22	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		351316	Torx-soc ov screw M4X8 MK T20 black	8770	40	X6		      1	          140	CLP	      1			PC				X	13.09.2024	10.09.2024	      1		      999							D	Y	 22	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		368650	Plate GX 120 packed	8770	40	X6		      1	       17.990	CLP	      1			PC				X	13.09.2024	10.09.2024	      1		      999							D	N	 22	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		330921	Articulating arm front	3070	40	X6		      1	       13.821	CLP	      1			PC					11.09.2024	10.09.2024	      1		      999							B	Y	 15	F	9S	11.09.2024	     1	U26	SP\RDC Harrisburg
		201568	Hammering mechanism TE 2 assy	3070	40	X6		      1	       22.546	CLP	      1			PC					11.09.2024	10.09.2024	      1		      999							A	X	 15	F	9S	11.09.2024	     1	U26	SP\RDC Harrisburg
		2098049	Motor housing packed	3070	40	X6		      1	        4.769	CLP	      1			PC					11.09.2024	10.09.2024	      1		      999							B	X	 15	F	9S	11.09.2024	     1	U26	SP\RDC Harrisburg
		2110794	Trigger SF 6H A-22	3070	33	X6		      1	       27.739	CLP	      1			PC						10.09.2024			      999							D	Z	 15	F	9S			U26	SP\RDC Harrisburg
		2079858	Nut M14	8678	33	X6		      1	        4.752	CLP	      1			PC				X	11.09.2024	10.09.2024	      1		      999									  3	F	9S	11.09.2024	     1	U26	SP\RDC Harrisburg
		2079853	Flange M14/22.2	8678	33	X6		      1	        2.700	CLP	      1			PC				X	11.09.2024	10.09.2024	      1		      999							D	Z	  3	F	9S	11.09.2024	     1	U26	SP\RDC Harrisburg
		2079843	Protective cover D115	8678	33	X6		      1	        6.048	CLP	      1			PC				X	11.09.2024	10.09.2024	      1		      999			      3	4537334829	      3	11.09.2024			  3	F	9S	11.09.2024	     1	U26	SP\RDC Harrisburg
		2309066	Motor housing AG 450-7S/500-7SE packed	3070	33	X6		      1	        9.352	CLP	      1			PC				X		10.09.2024			      999			      2	4537317879	      2	19.09.2024			 15	F	9S			U26	SP\RDC Harrisburg
		2309065	Stator AG 450-7S assy packed	3070	33	X6		      1	       18.525	CLP	      1			PC				X		10.09.2024			      999			      3	4537317879	      3	19.09.2024	D	Z	 15	F	9S			U26	SP\RDC Harrisburg
		435770	Nut EU	8678	33	X6		      1	        4.017	CLP	      1			PC					12.09.2024	10.09.2024	      1		      999									  3	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		2238474	Gearing SF6H-BL packed	8770	33	X6		      1	       91.460	CLP	      1			PC				X	12.09.2024	10.09.2024	      1		      999							D	Z	 22	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		2237558	Chuck Series chuck packed	8770	33	X6		      1	       26.681	CLP	      1			PC				X	12.09.2024	10.09.2024	      1		      999			      7	4537366225	      7	07.10.2024	D	Z	 22	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		2195655	Coil unit assy	8770	33	X6		      1	       13.285	CLP	      1			PC				X	12.09.2024	10.09.2024	      1		      999			      6	4537366225	      6	07.10.2024	D	Z	 22	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		2157710	Switch Omron C3AW-2B	8770	33	X6		      1	          233	CLP	      1			PC				X	12.09.2024	10.09.2024	      1		      999			      1	4537366225	      1	07.10.2024	D	Z	 22	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		2035384	Bearing plate STD assy	8335	40	X6		      1	       82.745	CLP	      1			PC				X	11.09.2024	11.09.2024	      1		      999							B	Y	 30	F	9S	11.09.2024	     1	U26	SP\RDC Harrisburg
		2037429	Motor housing end cap STD	8335	40	X6		      1	       21.734	CLP	      1			PC				X	11.09.2024	11.09.2024	      1		      999		      1		13527905	      1	21.10.2024	D	Z	 30	F	9S	11.09.2024	     1	U26	SP\RDC Harrisburg
		430913	Gearing SFC 14-A CE	8335	40	X6		      1	      184.443	CLP	      1			PC					13.09.2024	11.09.2024	      1		      999							D	Z	 30	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		419994	Motor SFC 14-A CE assy	8335	40	PD		      1	      178.310	CLP	      1			PC					13.09.2024	11.09.2024	      1		      999							C	Z	 30	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		419984	Electronics SFC 14-A CE assy	8335	40	PD		      1	      143.975	CLP	      1			PC					13.09.2024	11.09.2024	      1		      999							C	Z	 30	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		209388	O-ring 19X3	8678	40	X6		      1	        4.524	CLP	      2			PC				X	12.09.2024	11.09.2024	      1		      999							D	Y	  3	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		208591	Retaining ring B 25	8678	40	X6		      1	        2.388	CLP	      1			PC				X	12.09.2024	11.09.2024	      1		      999							D	Y	  3	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		2177050	Cap TE 500 (03)	8335	33	X6		      1	       16.764	CLP	      1			PC					11.09.2024	11.09.2024	      1		      999							D	Z	 30	F	9S	11.09.2024	     1	U26	SP\RDC Harrisburg
		366637	Ball bearing 20x32x7	8335	40	PD		      1	       17.649	CLP	      1			PC				X	11.09.2024	11.09.2024	      1		      999							C	Y	 30	F	9S	11.09.2024	     1	U26	SP\RDC Harrisburg
		366632	Toothed gear z=46	8335	40	PD		      1	       29.864	CLP	      1			PC				X	11.09.2024	11.09.2024	      1		      999							C	Y	 30	F	9S	11.09.2024	     1	U26	SP\RDC Harrisburg
		2055488	Bevel pinion TE 70/80 packed	8335	40	X6		      1	       82.500	CLP	      1			PC				X	11.09.2024	11.09.2024	      1		      999							C	Z	 30	F	9S	11.09.2024	     1	U26	SP\RDC Harrisburg
		74479	Rotor TE 70 220V-240V packed	8335	40	PD		      1	      126.888	CLP	      1			PC				X	11.09.2024	11.09.2024	      1		      999							A	Y	 30	F	9S	11.09.2024	     1	U26	SP\RDC Harrisburg
		423852	Eccentric	8335	40	PD		      1	        3.425	CLP	      1			PC				X		11.09.2024			      999							D	Y	 30	F	9S			U26	SP\RDC Harrisburg
		345218	Flange finpt	8335	40	X6		      1	       92.081	CLP	      1			PC				X		11.09.2024			      999							A	X	 30	F	9S			U26	SP\RDC Harrisburg
		2031633	Supply cord ARG PRCD assy	8770	40	X6		      1	      220.085	CLP	      1			PC				X	13.09.2024	11.09.2024	      1		      999		     14		13523509	     14	15.11.2024	B	X	 22	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		2308953	Chuck TE 500 (03)	8770	33	X6		      1	       52.073	CLP	      1			PC				X	13.09.2024	11.09.2024	      1		      999							D	Z	 22	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		2284390	Gasket set TE 500 STD	8770	33	X6		      1	        3.846	CLP	      1			PC				X	13.09.2024	11.09.2024	      1		      999							D	Z	 22	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		2176839	Ram TE 500 (03)	8770	33	X6		      1	        3.846	CLP	      1			PC				X	13.09.2024	11.09.2024	      1		      999			      6	4537349632	      6	03.10.2024	D	Z	 22	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		364013	Seal 4 assy	8678	40	X6		      1	       15.388	CLP	      1			PC				X	13.09.2024	11.09.2024	      1		      999							B	X	  3	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		363983	Supply cord 230V EU	8678	40	X6		      1	       66.599	CLP	      1			PC				X	13.09.2024	11.09.2024	      1		      999							A	X	  3	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		203867	Suction hose 36mmx4.65m anti-static	8678	40	X6		      1	       66.137	CLP	      1			PC				X	13.09.2024	11.09.2024	      1		      999							T	X	  3	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		2231979	Brush holder DGH130 set	8678	33	X6		      1	        3.682	CLP	      2			PC				X	13.09.2024	11.09.2024	      1		      999									  3	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		404879	Adapter piece	8335	40	X6		      1	       17.544	CLP	      1			PC					13.09.2024	11.09.2024	      1		      999							D	Z	 30	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		2075427	Chuck TE 70_03 packed	8678	33	X6		      2	      273.276	CLP	      2			PC				X	12.09.2024	11.09.2024	      1		      999									  3	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		2109714	Rotor TE 800 220-240V serv. set	8678	33	X6		      1	      124.740	CLP	      1			PC				X	12.09.2024	11.09.2024	      1		      999			      7	4537334816	      7	11.09.2024			  3	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		2110700	Bearing plate TE 800 packed	8678	33	X6		      1	       73.764	CLP	      1			PC				X	12.09.2024	11.09.2024	      1		      999									  3	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		2121780	Toothed gear Z61-I	8678	33	X6		      1	       23.868	CLP	      1			PC				X	12.09.2024	11.09.2024	      1		      999									  3	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		2069344	Grooved ball bear. 15X35X11	8678	33	X6		      1	        7.236	CLP	      1			PC				X	12.09.2024	11.09.2024	      1		      999									  3	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		413291	Seal	8678	33	X6		      1	        2.376	CLP	      1			PC				X	12.09.2024	11.09.2024	      1		      999			      5	4537334816	      5	11.09.2024			  3	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		2035597	Servicing set TE 3000-AVR	8678	40	X6		      1	       36.180	CLP	      1			PC				X	12.09.2024	11.09.2024	      1		      999							B	Y	  3	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		2171766	Chuck TE 3000-AVR V3 packed	8678	33	X6		      1	      259.735	CLP	      1			PC				X	12.09.2024	11.09.2024	      1		      999									  3	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		345729	Stop left	8678	40	X6		      1	       17.349	CLP	      1			PC				X	12.09.2024	11.09.2024	      1		      999							C	Y	  3	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		345730	Stop right	8678	40	X6		      1	       17.349	CLP	      1			PC				X	12.09.2024	11.09.2024	      1		      999							C	Y	  3	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		26359	Pan head screw M6X16 mc	8678	40	X6		      1	          867	CLP	      2			PC				X	12.09.2024	11.09.2024	      1		      999							D	Y	  3	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		2066353	Guide tube TE 3000-AVR packed	8678	33	X6		      1	      288.833	CLP	      1			PC				X	12.09.2024	11.09.2024	      1		      999							A	Y	  3	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		2284390	Gasket set TE 500 STD	8678	33	X6		      1	       27.596	CLP	      1			PC				X	12.09.2024	11.09.2024	      1		      999									  3	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		2131483	Switch Kedu	8678	33	X6		      1	       10.778	CLP	      1			PC				X	12.09.2024	11.09.2024	      1		      999									  3	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		2183397	Stator 220V-240V serv. set	8678	33	X6		      1	       39.393	CLP	      1			PC				X	12.09.2024	11.09.2024	      1		      999									  3	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		2183790	Rotor 220V-240V serv. set	8678	33	X6		      1	       68.150	CLP	      1			PC				X	12.09.2024	11.09.2024	      1		      999									  3	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		2108290	Brush holder UNI 75 7x12,5 220-240V assy	8678	33	X6		      1	       16.939	CLP	      1			PC				X	12.09.2024	11.09.2024	      1		      999									  3	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		2012688	Coupling sleeve	8678	33	X6		      1	        9.454	CLP	      1			PC				X	12.09.2024	11.09.2024	      1		      999									  3	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		2109999	Toothed gear Z28	8678	33	X6		      1	        4.924	CLP	      1			PC				X	12.09.2024	11.09.2024	      1		      999									  3	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		353690	Cap assy	8678	33	X6		      1	       13.788	CLP	      1			PC				X	12.09.2024	11.09.2024	      1		      999									  3	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		2115009	Sealing ring	8678	33	X6		      2	        8.507	CLP	      2			PC				X	12.09.2024	11.09.2024	      1		      999									  3	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		2083679	Conrod	8678	33	X6		      1	        3.756	CLP	      1			PC				X	12.09.2024	11.09.2024	      1		      999									  3	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		2084220	Drive piston finpt	8678	33	X6		      1	        4.930	CLP	      1			PC				X	12.09.2024	11.09.2024	      1		      999									  3	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		2147808	Ram TE 50-AVR 03 packed	8678	33	X6		      1	       17.136	CLP	      1			PC				X	12.09.2024	11.09.2024	      1		      999									  3	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		26247	O-ring 58X2	8678	40	X6		      1	        1.012	CLP	      1			PC				X	12.09.2024	11.09.2024	      1		      999							D	Z	  3	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		237762	RF screw SN165 5X25 black	8678	40	X6		      1	          464	CLP	      2			PC				X	12.09.2024	11.09.2024	      1		      999							D	Y	  3	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		321708	Stator TE 1000 packed	3070	40	X6		      1	      125.736	CLP	      1			PC				X	13.09.2024	11.09.2024	      1		      999							T	X	 15	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		429304	Electrical assembly set packed	3070	40	X6		      1	       54.710	CLP	      1			PC				X	13.09.2024	11.09.2024	      1		      999							A	X	 15	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		2277735	Holder BX 3-ME-22_03 packed	8335	33	X6		      1	      216.445	CLP	      1			PC					12.09.2024	12.09.2024	      1		      999							D	Z	 30	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		2082199	Spring BX 3-ME_01 kit	8335	33	X6		      1	      125.682	CLP	      1			PC					12.09.2024	12.09.2024	      1		      999							D	Z	 30	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		2164020	Carriage DD-HD 30-CA packed	8335	33	X6		      1	      580.727	CLP	      1			PC					12.09.2024	12.09.2024	      1		      999							D	Z	 30	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		279457	Cover	8335	40	X6		      1	        3.831	CLP	      1			PC					12.09.2024	12.09.2024	      1		      999							D	Y	 30	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		218335	Hex skt hd cap screw M10X20 mc	8335	40	X6		      1	          843	CLP	      2			PC					12.09.2024	12.09.2024	      1		      999							D	Y	 30	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		2138499	Clamping screw	8335	33	X6		      1	       97.882	CLP	      1			EA					12.09.2024	12.09.2024	      1		      999							D	Z	 30	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		2138678	Bushing left	8335	33	X6		      1	        5.813	CLP	      1			PC					12.09.2024	12.09.2024	      1		      999							D	Z	 30	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		202156	Circlip 40X1.75	8335	40	PD		      1	          347	CLP	      1			PC					12.09.2024	12.09.2024	      1		      999							D	Y	 30	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		2138681	Threaded bushing	8335	33	X6		      1	        8.930	CLP	      1			PC					12.09.2024	12.09.2024	      1		      999							D	Z	 30	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		2100290	Guide rail assy	8335	33	X6		      1	      232.350	CLP	      1			PC					12.09.2024	12.09.2024	      1		      999							A	X	 30	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		209659	Gear housing DD 110-D packed	8335	40	X6		      1	       89.069	CLP	      1			PC						12.09.2024			      999							B	Z	 30	F	9S			U26	SP\RDC Harrisburg
		315828	Extraction head DD-BI-DRSA-SC assy	8335	40	PD		      1	      209.504	CLP	      1			PC						12.09.2024			      999			      5	4537342383	      5	09.10.2024	T	Y	 30	F	9S			U26	SP\RDC Harrisburg
		71886	Screw plug assy	8335	40	PD		      1	        1.295	CLP	      1			PC						12.09.2024			      999							C	X	 30	F	9S			U26	SP\RDC Harrisburg
		327845	Brush holder 100-120V assy	3070	40	X6		      1	       16.605	CLP	      1			PC					13.09.2024	12.09.2024	      1		      999							B	Y	 15	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		328003	Switch 100V-120V assy.set	3070	40	X6		      1	        8.830	CLP	      1			PC					13.09.2024	12.09.2024	      1		      999							C	Y	 15	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		442540	Gearing SIW 14-A 1/2"	3070	40	X6		      1	       43.156	CLP	      1			PC					13.09.2024	12.09.2024	      1		      999							A	Y	 15	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		2017328	Motor SID 18/22-A CE/ETL	3070	40	X6		      1	       47.952	CLP	      1			PC					13.09.2024	12.09.2024	      1		      999							T	Y	 15	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		2017326	Switch  SI18/22-A	3070	40	X6		      1	        8.528	CLP	      1			PC					13.09.2024	12.09.2024	      1		      999							B	Y	 15	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		265858	Carbon brush 5x8,5x18 100V-120V AO	3070	40	X6		      1	        3.455	CLP	      2			PC					13.09.2024	12.09.2024	      1		      999							D	Z	 15	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		355419	Chuck packed	3070	40	X6		      1	       16.221	CLP	      1			PC					13.09.2024	12.09.2024	      1		      999			     20	4537317876	     20	19.09.2024	A	X	 15	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		433716	Bearing plate TE 7 02 assy	3070	40	X6		      1	       17.373	CLP	      1			PC					13.09.2024	12.09.2024	      1		      999							C	Z	 15	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		1005	Piston guide E72	3070	40	X6		      1	       67.146	CLP	      1			PC					12.09.2024	12.09.2024	      1		      999							D	N	 15	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		409314	Piston E72/DNI packed	3070	40	X6		      1	       16.383	CLP	      1			PC					12.09.2024	12.09.2024	      1		      999							A	Z	 15	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		1048	Torsion spring	3070	40	X6		      1	        1.530	CLP	      1			PC			12/14 ETA 12/15 TO 3070. donosha 12/03 ordered additional qty from 6600. donosha		12.09.2024	12.09.2024	      1		      999							D	Z	 15	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		1095	Stop ring	3070	40	X6		      1	          979	CLP	      1			PC					12.09.2024	12.09.2024	      1		      999							C	Z	 15	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		224119	Quick-release chuck TE 2M/7C/7A/6A Li	8335	40	X6		      2	      266.275	CLP	      2			PC				X	13.09.2024	13.09.2024	      1		      999							D	Z	 30	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		433652	Switch TE 7 02 set	8335	40	X6		      1	        3.749	CLP	      1			PC				X	13.09.2024	13.09.2024	      1		      999							D	Z	 30	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		435640	Guide tube TE 7 02 packed	8335	40	X6		      1	       43.249	CLP	      1			PC				X	13.09.2024	13.09.2024	      1		      999							D	N	 30	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		343514	O-ring 16X4	8335	40	X6		      1	          928	CLP	      1			PC				X	13.09.2024	13.09.2024	      1		      999							D	Z	 30	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		2189547	Battery pack B 14/2.6	8770	40	X6		      1	  148.657.035	CLP	      1			PC				X		06.09.2024			      999							D	N	 46	F	L6			L15	Daniel Ruiz
		2109953	Bearing cover TE 800 packed	8335	33	PD		      1	        9.706	CLP	      1			EA				X	13.09.2024	13.09.2024	      1		      999							D	Y	 30	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		233547	Snap-lock ring 1	8335	40	X6		      1	        1.631	CLP	      2			PC				X	13.09.2024	13.09.2024	      1		      999							C	X	 30	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		234297	Grip unit	8335	40	X6		      1	       14.719	CLP	      1			PC				X	13.09.2024	13.09.2024	      1		      999							B	X	 30	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		2082167	Switch TE3-C_01 kit	8335	33	X6		      1	        1.092	CLP	      1			PC				X	13.09.2024	13.09.2024	      1		      999							D	Z	 30	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		366242	Chuck Y	8335	40	X6		      1	      172.216	CLP	      1			PC				X	13.09.2024	13.09.2024	      1		      999							C	Z	 30	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		366478	Coupling	8335	40	X6		      1	       31.491	CLP	      1			PC				X	13.09.2024	13.09.2024	      1		      999							C	Y	 30	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		366479	Toothed gear Z=41	8335	40	X6		      1	       42.180	CLP	      1			PC				X	13.09.2024	13.09.2024	      1		      999							C	Y	 30	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		2165344	Housing PR 2-HS A12 upr. assy	8335	33	X6		      1	      285.781	CLP	      1			PC					13.09.2024	13.09.2024	      1		      999							D	Z	 30	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		2082940	Electronics 120V	3070	33	X6		      3	       38.613	CLP	      3			PC				X	13.09.2024	13.09.2024	      1		      999									 15	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		2075553	Carbon brush 120V set	3070	33	X6		      4	       22.267	CLP	      4			PC				X	13.09.2024	13.09.2024	      1		      999									 15	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		2082939	Rotor 120V assy	3070	33	X6		      1	       27.228	CLP	      1			PC				X	13.09.2024	13.09.2024	      1		      999									 15	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		2082936	Gear housing assy	3070	33	X6		      2	       56.515	CLP	      2			PC				X	13.09.2024	13.09.2024	      1		      999							D	Z	 15	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		2160942	Ball bearing	3070	33	X6		      3	       15.784	CLP	      3			PC				X	13.09.2024	13.09.2024	      1		      999							D	Z	 15	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		2082878	Motor housing 120V assy	3070	33	X6		      1	       29.107	CLP	      1			PC				X	13.09.2024	13.09.2024	      1		      999									 15	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		2105737	Electronics BX 3-ME_01 packed	3070	33	X6		      1	      132.361	CLP	      1			PC				X	13.09.2024	13.09.2024	      1		      999							D	Z	 15	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		2082426	Coupler BX 3-ME_01 packed	3070	33	X6		      1	      112.353	CLP	      1			PC				X	13.09.2024	13.09.2024	      1		      999									 15	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		2193159	Needle roller cage 8 Nm BX 3_02 kit	3070	40	X6		      1	       22.163	CLP	      1			EA				X	13.09.2024	13.09.2024	      1		      999							D	Z	 15	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		427728	Circular saw WSC 7.25-S 120V box	3070	40	ND		      1	      327.003	CLP	      1			PC				X		13.09.2024			      999							A	Y	 14	F	9S			MX1	Manuel Gabriel
		2346060	Threaded stud S-BT-MF M10/15 AN 6 HL	8302	33	X0		      1	    3.987.240	CLP	      4	        1		PAC				X		27.11.2024			      999							C	Z	 54	F	20			L10	Angie Vergara
		2075672	Angle grinder AG 115-8S	8750	40	X0		      2	    4.325.965	CLP	     41	        1		PC				X		16.12.2024			        3		    192	     64	4537217365	     64	16.10.2024	T	X	 62	F	4C		     1	L08	Daniel Ruiz
		2165915	Hammer drill bit TE-YX 1 1/4"-15"	3000	40	X0		      1	      731.382	CLP	      5	        1		PC				X	13.09.2024	19.09.2024	      4	        4	        8	        4	      7	      2	4537242528	      2	22.10.2024	B	Y	 60	F	4C	13.09.2024	     1	L09	Daniel Ruiz
		2351668	Wall saw blade DS-BT 1000x4.5/60H MCL	8650	33	X5		      2		CLP	      2	        1		PC				X		05.11.2024					      1		13521466	      1	06.11.2024	D	Z	 51	F	U0		     1	L12	Angie Vergara
		2061285	Cordl. drill driver SF 8M-A22 case	8750	60	ND		      1	    1.068.393	CLP	      5	        1		PC				X	13.09.2024	18.09.2024	      1	        1	        4	        1						B	X	143	F	U0	13.09.2024	     1	L15	Daniel Ruiz
		3797513	Mart.TE3000-AVR230V+1kit Sem custo zero	8330	40	X6		      1	   11.261.115	CLP	      2	        1		PC				X		19.09.2024			        3							A	Y	 60	F	20		     1	L08	Daniel Ruiz
		2159810	Water collector sys DD-WCS-67	3000	40	X5		      1	       33.499	CLP	      1	        1		PC						19.09.2024			        2			     12	4537133875	     12	25.09.2024	D	Y	 58	F	U0		     1	L05	Angie Vergara
		251834	Quick-locking nut DD-CN-SML	3000	40	X0		      1	       94.869	CLP	      1	        1		PC						19.09.2024			        2			     33	4536983087	     11	02.09.2024	B	X	 60	F	4C		     1	L05	Angie Vergara
		384835	Housing end cap kit	3070	40	X6		      2	       12.734	CLP	      2	        1		PC					12.09.2024	30.08.2024	      1		      999							D	N	 15	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		2322754	Line laser PM 2-LG	8335	33	X5		      1	      386.039	CLP	      1	        1		PC						04.09.2024			      999									 38	F	20			U26	SP\RDC Harrisburg
		2345767	Threaded stud S-BT-GR M8/7 SN 6 HL	8330	40	X0		      4	   89.242.797	CLP	     53	        2		PAC				X	23.08.2024	13.09.2024	      1		      999		    200	    341	4537330287	    144	20.09.2024	A	X	 54	F	4C	11.09.2024	     1	L10	Angie Vergara
		2177401	Cordl. drill driver SF 4-A22 case	3090	33	ND		      1	            5	CLP	      1	        2		PC						08.11.2022			        1							D	Z	  2	F	LA		     1	L15	Daniel Ruiz
		2333179	Cordl. mixer NMX 6-22 box	3000	40	X5		      1	    1.560.896	CLP	      4	        2		PC				X	01.07.2024	31.05.2024	      2		      999			      8	4536903360	      4	19.08.2024	C	Y	 60	F	4C	01.07.2024	     1	L15	Daniel Ruiz
		2158228	Core bit B 52/450 SP-H abras	3000	40	X0		      3		CLP	      3	        2		PC				X	15.08.2024	30.12.2024	      2					     10	4537132585	      5	25.09.2024	B	Y	 60	F	4C	15.08.2024	     1	L05	Angie Vergara
